date,date_yyyymmdd,day_of_week,is_weekday,is_weekend,is_holiday,week_number,month,year
5/11/24,20240511,Saturday,0,1,0,18,May,2024
5/12/24,20240512,Sunday,0,1,0,19,May,2024
5/13/24,20240513,Monday,1,0,0,19,May,2024
5/14/24,20240514,Tuesday,1,0,0,19,May,2024
5/15/24,20240515,Wednesday,1,0,0,19,May,2024
5/16/24,20240516,Thursday,1,0,0,19,May,2024
5/17/24,20240517,Friday,1,0,0,19,May,2024
5/18/24,20240518,Saturday,0,1,0,19,May,2024
5/19/24,20240519,Sunday,0,1,0,20,May,2024
5/20/24,20240520,Monday,1,0,0,20,May,2024
5/21/24,20240521,Tuesday,1,0,0,20,May,2024
5/22/24,20240522,Wednesday,1,0,0,20,May,2024
5/23/24,20240523,Thursday,1,0,0,20,May,2024
5/24/24,20240524,Friday,1,0,0,20,May,2024
5/25/24,20240525,Saturday,0,1,0,20,May,2024
5/26/24,20240526,Sunday,0,1,0,21,May,2024
5/27/24,20240527,Monday,1,0,0,21,May,2024
5/28/24,20240528,Tuesday,1,0,0,21,May,2024
5/29/24,20240529,Wednesday,1,0,0,21,May,2024
5/30/24,20240530,Thursday,1,0,0,21,May,2024
5/31/24,20240531,Friday,1,0,0,21,May,2024
6/1/24,20240601,Saturday,0,1,0,21,June,2024
6/2/24,20240602,Sunday,0,1,0,22,June,2024
6/3/24,20240603,Monday,1,0,0,22,June,2024
6/4/24,20240604,Tuesday,1,0,0,22,June,2024
6/5/24,20240605,Wednesday,1,0,0,22,June,2024
6/6/24,20240606,Thursday,1,0,0,22,June,2024
6/7/24,20240607,Friday,1,0,0,22,June,2024
6/8/24,20240608,Saturday,0,1,0,22,June,2024
6/9/24,20240609,Sunday,0,1,0,23,June,2024
6/10/24,20240610,Monday,1,0,0,23,June,2024
6/11/24,20240611,Tuesday,1,0,0,23,June,2024
6/12/24,20240612,Wednesday,1,0,0,23,June,2024
6/13/24,20240613,Thursday,1,0,0,23,June,2024
6/14/24,20240614,Friday,1,0,0,23,June,2024
6/15/24,20240615,Saturday,0,1,0,23,June,2024
6/16/24,20240616,Sunday,0,1,0,24,June,2024
6/17/24,20240617,Monday,1,0,0,24,June,2024
6/18/24,20240618,Tuesday,1,0,0,24,June,2024
6/19/24,20240619,Wednesday,1,0,0,24,June,2024
6/20/24,20240620,Thursday,1,0,0,24,June,2024
6/21/24,20240621,Friday,1,0,0,24,June,2024
6/22/24,20240622,Saturday,0,1,0,24,June,2024
6/23/24,20240623,Sunday,0,1,0,25,June,2024
6/24/24,20240624,Monday,1,0,0,25,June,2024
6/25/24,20240625,Tuesday,1,0,0,25,June,2024
6/26/24,20240626,Wednesday,1,0,0,25,June,2024
6/27/24,20240627,Thursday,1,0,0,25,June,2024
6/28/24,20240628,Friday,1,0,0,25,June,2024
6/29/24,20240629,Saturday,0,1,0,25,June,2024
6/30/24,20240630,Sunday,0,1,0,26,June,2024
7/1/24,20240701,Monday,1,0,0,26,July,2024
7/2/24,20240702,Tuesday,1,0,0,26,July,2024
7/3/24,20240703,Wednesday,1,0,0,26,July,2024
7/4/24,20240704,Thursday,1,0,0,26,July,2024
7/5/24,20240705,Friday,1,0,0,26,July,2024
7/6/24,20240706,Saturday,0,1,0,26,July,2024
7/7/24,20240707,Sunday,0,1,0,27,July,2024
7/8/24,20240708,Monday,1,0,0,27,July,2024
7/9/24,20240709,Tuesday,1,0,0,27,July,2024
7/10/24,20240710,Wednesday,1,0,0,27,July,2024
7/11/24,20240711,Thursday,1,0,0,27,July,2024
7/12/24,20240712,Friday,1,0,0,27,July,2024
7/13/24,20240713,Saturday,0,1,0,27,July,2024
7/14/24,20240714,Sunday,0,1,0,28,July,2024
7/15/24,20240715,Monday,1,0,0,28,July,2024
7/16/24,20240716,Tuesday,1,0,0,28,July,2024
7/17/24,20240717,Wednesday,1,0,0,28,July,2024
7/18/24,20240718,Thursday,1,0,0,28,July,2024
7/19/24,20240719,Friday,1,0,0,28,July,2024
7/20/24,20240720,Saturday,0,1,0,28,July,2024
7/21/24,20240721,Sunday,0,1,0,29,July,2024
7/22/24,20240722,Monday,1,0,0,29,July,2024
7/23/24,20240723,Tuesday,1,0,0,29,July,2024
7/24/24,20240724,Wednesday,1,0,0,29,July,2024
7/25/24,20240725,Thursday,1,0,0,29,July,2024
7/26/24,20240726,Friday,1,0,0,29,July,2024
7/27/24,20240727,Saturday,0,1,0,29,July,2024
7/28/24,20240728,Sunday,0,1,0,30,July,2024
7/29/24,20240729,Monday,1,0,0,30,July,2024
7/30/24,20240730,Tuesday,1,0,0,30,July,2024
7/31/24,20240731,Wednesday,1,0,0,30,July,2024
8/1/24,20240801,Thursday,1,0,0,30,August,2024
8/2/24,20240802,Friday,1,0,0,30,August,2024
8/3/24,20240803,Saturday,0,1,0,30,August,2024
8/4/24,20240804,Sunday,0,1,0,31,August,2024
8/5/24,20240805,Monday,1,0,0,31,August,2024
8/6/24,20240806,Tuesday,1,0,0,31,August,2024
8/7/24,20240807,Wednesday,1,0,0,31,August,2024
8/8/24,20240808,Thursday,1,0,0,31,August,2024
8/9/24,20240809,Friday,1,0,0,31,August,2024
8/10/24,20240810,Saturday,0,1,0,31,August,2024
8/11/24,20240811,Sunday,0,1,0,32,August,2024
8/12/24,20240812,Monday,1,0,0,32,August,2024
8/13/24,20240813,Tuesday,1,0,0,32,August,2024
8/14/24,20240814,Wednesday,1,0,0,32,August,2024
8/15/24,20240815,Thursday,1,0,0,32,August,2024
8/16/24,20240816,Friday,1,0,0,32,August,2024
8/17/24,20240817,Saturday,0,1,0,32,August,2024
8/18/24,20240818,Sunday,0,1,0,33,August,2024
8/19/24,20240819,Monday,1,0,0,33,August,2024
8/20/24,20240820,Tuesday,1,0,0,33,August,2024
8/21/24,20240821,Wednesday,1,0,0,33,August,2024
8/22/24,20240822,Thursday,1,0,0,33,August,2024
8/23/24,20240823,Friday,1,0,0,33,August,2024
8/24/24,20240824,Saturday,0,1,0,33,August,2024
8/25/24,20240825,Sunday,0,1,0,34,August,2024
8/26/24,20240826,Monday,1,0,0,34,August,2024
8/27/24,20240827,Tuesday,1,0,0,34,August,2024
8/28/24,20240828,Wednesday,1,0,0,34,August,2024
8/29/24,20240829,Thursday,1,0,0,34,August,2024
8/30/24,20240830,Friday,1,0,0,34,August,2024
8/31/24,20240831,Saturday,0,1,0,34,August,2024
9/1/24,20240901,Sunday,0,1,0,35,September,2024
9/2/24,20240902,Monday,1,0,0,35,September,2024
9/3/24,20240903,Tuesday,1,0,0,35,September,2024
9/4/24,20240904,Wednesday,1,0,0,35,September,2024
9/5/24,20240905,Thursday,1,0,0,35,September,2024
9/6/24,20240906,Friday,1,0,0,35,September,2024
9/7/24,20240907,Saturday,0,1,0,35,September,2024
9/8/24,20240908,Sunday,0,1,0,36,September,2024
9/9/24,20240909,Monday,1,0,0,36,September,2024
9/10/24,20240910,Tuesday,1,0,0,36,September,2024
9/11/24,20240911,Wednesday,1,0,0,36,September,2024
9/12/24,20240912,Thursday,1,0,0,36,September,2024
9/13/24,20240913,Friday,1,0,0,36,September,2024
9/14/24,20240914,Saturday,0,1,0,36,September,2024
9/15/24,20240915,Sunday,0,1,0,37,September,2024
9/16/24,20240916,Monday,1,0,0,37,September,2024
9/17/24,20240917,Tuesday,1,0,0,37,September,2024
9/18/24,20240918,Wednesday,1,0,0,37,September,2024
9/19/24,20240919,Thursday,1,0,0,37,September,2024
9/20/24,20240920,Friday,1,0,0,37,September,2024
9/21/24,20240921,Saturday,0,1,0,37,September,2024
9/22/24,20240922,Sunday,0,1,0,38,September,2024
9/23/24,20240923,Monday,1,0,0,38,September,2024
9/24/24,20240924,Tuesday,1,0,0,38,September,2024
9/25/24,20240925,Wednesday,1,0,0,38,September,2024
9/26/24,20240926,Thursday,1,0,0,38,September,2024
9/27/24,20240927,Friday,1,0,0,38,September,2024
9/28/24,20240928,Saturday,0,1,0,38,September,2024
9/29/24,20240929,Sunday,0,1,0,39,September,2024
9/30/24,20240930,Monday,1,0,0,39,September,2024
10/1/24,20241001,Tuesday,1,0,0,39,October,2024
10/2/24,20241002,Wednesday,1,0,0,39,October,2024
10/3/24,20241003,Thursday,1,0,0,39,October,2024
10/4/24,20241004,Friday,1,0,0,39,October,2024
10/5/24,20241005,Saturday,0,1,0,39,October,2024
10/6/24,20241006,Sunday,0,1,0,40,October,2024
10/7/24,20241007,Monday,1,0,0,40,October,2024
10/8/24,20241008,Tuesday,1,0,0,40,October,2024
10/9/24,20241009,Wednesday,1,0,0,40,October,2024
10/10/24,20241010,Thursday,1,0,0,40,October,2024
10/11/24,20241011,Friday,1,0,0,40,October,2024
10/12/24,20241012,Saturday,0,1,0,40,October,2024
10/13/24,20241013,Sunday,0,1,0,41,October,2024
10/14/24,20241014,Monday,1,0,0,41,October,2024
10/15/24,20241015,Tuesday,1,0,0,41,October,2024
10/16/24,20241016,Wednesday,1,0,0,41,October,2024
10/17/24,20241017,Thursday,1,0,0,41,October,2024
10/18/24,20241018,Friday,1,0,0,41,October,2024
10/19/24,20241019,Saturday,0,1,0,41,October,2024
10/20/24,20241020,Sunday,0,1,0,42,October,2024
10/21/24,20241021,Monday,1,0,0,42,October,2024
10/22/24,20241022,Tuesday,1,0,0,42,October,2024
10/23/24,20241023,Wednesday,1,0,0,42,October,2024
10/24/24,20241024,Thursday,1,0,0,42,October,2024
10/25/24,20241025,Friday,1,0,0,42,October,2024
10/26/24,20241026,Saturday,0,1,0,42,October,2024
10/27/24,20241027,Sunday,0,1,0,43,October,2024
10/28/24,20241028,Monday,1,0,0,43,October,2024
10/29/24,20241029,Tuesday,1,0,0,43,October,2024
10/30/24,20241030,Wednesday,1,0,0,43,October,2024
10/31/24,20241031,Thursday,1,0,0,43,October,2024
11/1/24,20241101,Friday,1,0,0,43,November,2024
11/2/24,20241102,Saturday,0,1,0,43,November,2024
11/3/24,20241103,Sunday,0,1,0,44,November,2024
11/4/24,20241104,Monday,1,0,0,44,November,2024
11/5/24,20241105,Tuesday,1,0,0,44,November,2024
11/6/24,20241106,Wednesday,1,0,0,44,November,2024
11/7/24,20241107,Thursday,1,0,0,44,November,2024
11/8/24,20241108,Friday,1,0,0,44,November,2024
11/9/24,20241109,Saturday,0,1,0,44,November,2024
11/10/24,20241110,Sunday,0,1,0,45,November,2024
11/11/24,20241111,Monday,1,0,0,45,November,2024
11/12/24,20241112,Tuesday,1,0,0,45,November,2024
11/13/24,20241113,Wednesday,1,0,0,45,November,2024
11/14/24,20241114,Thursday,1,0,0,45,November,2024
11/15/24,20241115,Friday,1,0,0,45,November,2024
11/16/24,20241116,Saturday,0,1,0,45,November,2024
11/17/24,20241117,Sunday,0,1,0,46,November,2024
11/18/24,20241118,Monday,1,0,0,46,November,2024
11/19/24,20241119,Tuesday,1,0,0,46,November,2024
11/20/24,20241120,Wednesday,1,0,0,46,November,2024
11/21/24,20241121,Thursday,1,0,0,46,November,2024
11/22/24,20241122,Friday,1,0,0,46,November,2024
11/23/24,20241123,Saturday,0,1,0,46,November,2024
11/24/24,20241124,Sunday,0,1,0,47,November,2024
11/25/24,20241125,Monday,1,0,0,47,November,2024
11/26/24,20241126,Tuesday,1,0,0,47,November,2024
11/27/24,20241127,Wednesday,1,0,0,47,November,2024
11/28/24,20241128,Thursday,1,0,0,47,November,2024
11/29/24,20241129,Friday,1,0,0,47,November,2024
11/30/24,20241130,Saturday,0,1,0,47,November,2024
12/1/24,20241201,Sunday,0,1,0,48,December,2024
12/2/24,20241202,Monday,1,0,0,48,December,2024
12/3/24,20241203,Tuesday,1,0,0,48,December,2024
12/4/24,20241204,Wednesday,1,0,0,48,December,2024
12/5/24,20241205,Thursday,1,0,0,48,December,2024
12/6/24,20241206,Friday,1,0,0,48,December,2024
12/7/24,20241207,Saturday,0,1,0,48,December,2024
12/8/24,20241208,Sunday,0,1,0,49,December,2024
12/9/24,20241209,Monday,1,0,0,49,December,2024
12/10/24,20241210,Tuesday,1,0,0,49,December,2024
12/11/24,20241211,Wednesday,1,0,0,49,December,2024
12/12/24,20241212,Thursday,1,0,0,49,December,2024
12/13/24,20241213,Friday,1,0,0,49,December,2024
12/14/24,20241214,Saturday,0,1,0,49,December,2024
12/15/24,20241215,Sunday,0,1,0,50,December,2024
12/16/24,20241216,Monday,1,0,0,50,December,2024
12/17/24,20241217,Tuesday,1,0,0,50,December,2024
12/18/24,20241218,Wednesday,1,0,0,50,December,2024
12/19/24,20241219,Thursday,1,0,0,50,December,2024
12/20/24,20241220,Friday,1,0,0,50,December,2024
12/21/24,20241221,Saturday,0,1,0,50,December,2024
12/22/24,20241222,Sunday,0,1,0,51,December,2024
12/23/24,20241223,Monday,1,0,0,51,December,2024
12/24/24,20241224,Tuesday,1,0,0,51,December,2024
12/25/24,20241225,Wednesday,1,0,1,51,December,2024
12/26/24,20241226,Thursday,1,0,0,51,December,2024
12/27/24,20241227,Friday,1,0,0,51,December,2024
12/28/24,20241228,Saturday,0,1,0,51,December,2024
12/29/24,20241229,Sunday,0,1,0,52,December,2024
12/30/24,20241230,Monday,1,0,0,52,December,2024
12/31/24,20241231,Tuesday,1,0,0,52,December,2024
1/1/25,20250101,Wednesday,1,0,1,0,January,2025
1/2/25,20250102,Thursday,1,0,0,0,January,2025
1/3/25,20250103,Friday,1,0,0,0,January,2025
1/4/25,20250104,Saturday,0,1,0,0,January,2025
1/5/25,20250105,Sunday,0,1,0,1,January,2025
1/6/25,20250106,Monday,1,0,0,1,January,2025
1/7/25,20250107,Tuesday,1,0,0,1,January,2025
1/8/25,20250108,Wednesday,1,0,0,1,January,2025
1/9/25,20250109,Thursday,1,0,0,1,January,2025
1/10/25,20250110,Friday,1,0,0,1,January,2025
1/11/25,20250111,Saturday,0,1,0,1,January,2025
1/12/25,20250112,Sunday,0,1,0,2,January,2025
1/13/25,20250113,Monday,1,0,0,2,January,2025
1/14/25,20250114,Tuesday,1,0,0,2,January,2025
1/15/25,20250115,Wednesday,1,0,0,2,January,2025
1/16/25,20250116,Thursday,1,0,0,2,January,2025
1/17/25,20250117,Friday,1,0,0,2,January,2025
1/18/25,20250118,Saturday,0,1,0,2,January,2025
1/19/25,20250119,Sunday,0,1,0,3,January,2025
1/20/25,20250120,Monday,1,0,0,3,January,2025
1/21/25,20250121,Tuesday,1,0,0,3,January,2025
1/22/25,20250122,Wednesday,1,0,0,3,January,2025
1/23/25,20250123,Thursday,1,0,0,3,January,2025
1/24/25,20250124,Friday,1,0,0,3,January,2025
1/25/25,20250125,Saturday,0,1,0,3,January,2025
1/26/25,20250126,Sunday,0,1,0,4,January,2025
1/27/25,20250127,Monday,1,0,0,4,January,2025
1/28/25,20250128,Tuesday,1,0,0,4,January,2025
1/29/25,20250129,Wednesday,1,0,0,4,January,2025
1/30/25,20250130,Thursday,1,0,0,4,January,2025
1/31/25,20250131,Friday,1,0,0,4,January,2025
2/1/25,20250201,Saturday,0,1,0,4,February,2025
2/2/25,20250202,Sunday,0,1,0,5,February,2025
2/3/25,20250203,Monday,1,0,0,5,February,2025
2/4/25,20250204,Tuesday,1,0,0,5,February,2025
2/5/25,20250205,Wednesday,1,0,0,5,February,2025
2/6/25,20250206,Thursday,1,0,0,5,February,2025
2/7/25,20250207,Friday,1,0,0,5,February,2025
2/8/25,20250208,Saturday,0,1,0,5,February,2025
2/9/25,20250209,Sunday,0,1,0,6,February,2025
2/10/25,20250210,Monday,1,0,0,6,February,2025
2/11/25,20250211,Tuesday,1,0,0,6,February,2025
2/12/25,20250212,Wednesday,1,0,0,6,February,2025
2/13/25,20250213,Thursday,1,0,0,6,February,2025
2/14/25,20250214,Friday,1,0,0,6,February,2025
2/15/25,20250215,Saturday,0,1,0,6,February,2025
2/16/25,20250216,Sunday,0,1,0,7,February,2025
2/17/25,20250217,Monday,1,0,0,7,February,2025
2/18/25,20250218,Tuesday,1,0,0,7,February,2025
2/19/25,20250219,Wednesday,1,0,0,7,February,2025
2/20/25,20250220,Thursday,1,0,0,7,February,2025
2/21/25,20250221,Friday,1,0,0,7,February,2025
2/22/25,20250222,Saturday,0,1,0,7,February,2025
2/23/25,20250223,Sunday,0,1,0,8,February,2025
2/24/25,20250224,Monday,1,0,0,8,February,2025
2/25/25,20250225,Tuesday,1,0,0,8,February,2025
2/26/25,20250226,Wednesday,1,0,0,8,February,2025
2/27/25,20250227,Thursday,1,0,0,8,February,2025
2/28/25,20250228,Friday,1,0,0,8,February,2025
3/1/25,20250301,Saturday,0,1,0,8,March,2025
3/2/25,20250302,Sunday,0,1,0,9,March,2025
3/3/25,20250303,Monday,1,0,0,9,March,2025
3/4/25,20250304,Tuesday,1,0,0,9,March,2025
3/5/25,20250305,Wednesday,1,0,0,9,March,2025
3/6/25,20250306,Thursday,1,0,0,9,March,2025
3/7/25,20250307,Friday,1,0,0,9,March,2025
3/8/25,20250308,Saturday,0,1,0,9,March,2025
3/9/25,20250309,Sunday,0,1,0,10,March,2025
3/10/25,20250310,Monday,1,0,0,10,March,2025
3/11/25,20250311,Tuesday,1,0,0,10,March,2025
3/12/25,20250312,Wednesday,1,0,0,10,March,2025
3/13/25,20250313,Thursday,1,0,0,10,March,2025
3/14/25,20250314,Friday,1,0,0,10,March,2025
3/15/25,20250315,Saturday,0,1,0,10,March,2025
3/16/25,20250316,Sunday,0,1,0,11,March,2025
3/17/25,20250317,Monday,1,0,0,11,March,2025
3/18/25,20250318,Tuesday,1,0,0,11,March,2025
3/19/25,20250319,Wednesday,1,0,0,11,March,2025
3/20/25,20250320,Thursday,1,0,0,11,March,2025
3/21/25,20250321,Friday,1,0,0,11,March,2025
3/22/25,20250322,Saturday,0,1,0,11,March,2025
3/23/25,20250323,Sunday,0,1,0,12,March,2025
3/24/25,20250324,Monday,1,0,0,12,March,2025
3/25/25,20250325,Tuesday,1,0,0,12,March,2025
3/26/25,20250326,Wednesday,1,0,0,12,March,2025
3/27/25,20250327,Thursday,1,0,0,12,March,2025
3/28/25,20250328,Friday,1,0,0,12,March,2025
3/29/25,20250329,Saturday,0,1,0,12,March,2025
3/30/25,20250330,Sunday,0,1,0,13,March,2025
3/31/25,20250331,Monday,1,0,0,13,March,2025
4/1/25,20250401,Tuesday,1,0,0,13,April,2025
4/2/25,20250402,Wednesday,1,0,0,13,April,2025
4/3/25,20250403,Thursday,1,0,0,13,April,2025
4/4/25,20250404,Friday,1,0,0,13,April,2025
4/5/25,20250405,Saturday,0,1,0,13,April,2025
4/6/25,20250406,Sunday,0,1,0,14,April,2025
4/7/25,20250407,Monday,1,0,0,14,April,2025
4/8/25,20250408,Tuesday,1,0,0,14,April,2025
4/9/25,20250409,Wednesday,1,0,0,14,April,2025
4/10/25,20250410,Thursday,1,0,0,14,April,2025
4/11/25,20250411,Friday,1,0,0,14,April,2025
4/12/25,20250412,Saturday,0,1,0,14,April,2025
4/13/25,20250413,Sunday,0,1,0,15,April,2025
4/14/25,20250414,Monday,1,0,0,15,April,2025
4/15/25,20250415,Tuesday,1,0,0,15,April,2025
4/16/25,20250416,Wednesday,1,0,0,15,April,2025
4/17/25,20250417,Thursday,1,0,0,15,April,2025
4/18/25,20250418,Friday,1,0,0,15,April,2025
4/19/25,20250419,Saturday,0,1,0,15,April,2025
4/20/25,20250420,Sunday,0,1,0,16,April,2025
4/21/25,20250421,Monday,1,0,0,16,April,2025
4/22/25,20250422,Tuesday,1,0,0,16,April,2025
4/23/25,20250423,Wednesday,1,0,0,16,April,2025
4/24/25,20250424,Thursday,1,0,0,16,April,2025
4/25/25,20250425,Friday,1,0,0,16,April,2025
4/26/25,20250426,Saturday,0,1,0,16,April,2025
4/27/25,20250427,Sunday,0,1,0,17,April,2025
4/28/25,20250428,Monday,1,0,0,17,April,2025
4/29/25,20250429,Tuesday,1,0,0,17,April,2025
4/30/25,20250430,Wednesday,1,0,0,17,April,2025
5/1/25,20250501,Thursday,1,0,0,17,May,2025
5/2/25,20250502,Friday,1,0,0,17,May,2025
5/3/25,20250503,Saturday,0,1,0,17,May,2025
5/4/25,20250504,Sunday,0,1,0,18,May,2025
5/5/25,20250505,Monday,1,0,0,18,May,2025
5/6/25,20250506,Tuesday,1,0,0,18,May,2025
5/7/25,20250507,Wednesday,1,0,0,18,May,2025
5/8/25,20250508,Thursday,1,0,0,18,May,2025
5/9/25,20250509,Friday,1,0,0,18,May,2025
5/10/25,20250510,Saturday,0,1,0,18,May,2025
5/11/25,20250511,Sunday,0,1,0,19,May,2025
5/12/25,20250512,Monday,1,0,0,19,May,2025
5/13/25,20250513,Tuesday,1,0,0,19,May,2025
5/14/25,20250514,Wednesday,1,0,0,19,May,2025
5/15/25,20250515,Thursday,1,0,0,19,May,2025
5/16/25,20250516,Friday,1,0,0,19,May,2025
5/17/25,20250517,Saturday,0,1,0,19,May,2025
5/18/25,20250518,Sunday,0,1,0,20,May,2025
5/19/25,20250519,Monday,1,0,0,20,May,2025
5/20/25,20250520,Tuesday,1,0,0,20,May,2025
5/21/25,20250521,Wednesday,1,0,0,20,May,2025
5/22/25,20250522,Thursday,1,0,0,20,May,2025
5/23/25,20250523,Friday,1,0,0,20,May,2025
5/24/25,20250524,Saturday,0,1,0,20,May,2025
5/25/25,20250525,Sunday,0,1,0,21,May,2025
5/26/25,20250526,Monday,1,0,0,21,May,2025
5/27/25,20250527,Tuesday,1,0,0,21,May,2025
5/28/25,20250528,Wednesday,1,0,0,21,May,2025
5/29/25,20250529,Thursday,1,0,0,21,May,2025
5/30/25,20250530,Friday,1,0,0,21,May,2025
5/31/25,20250531,Saturday,0,1,0,21,May,2025
6/1/25,20250601,Sunday,0,1,0,22,June,2025
6/2/25,20250602,Monday,1,0,0,22,June,2025
6/3/25,20250603,Tuesday,1,0,0,22,June,2025
6/4/25,20250604,Wednesday,1,0,0,22,June,2025
6/5/25,20250605,Thursday,1,0,0,22,June,2025
6/6/25,20250606,Friday,1,0,0,22,June,2025
6/7/25,20250607,Saturday,0,1,0,22,June,2025
6/8/25,20250608,Sunday,0,1,0,23,June,2025
6/9/25,20250609,Monday,1,0,0,23,June,2025
6/10/25,20250610,Tuesday,1,0,0,23,June,2025
6/11/25,20250611,Wednesday,1,0,0,23,June,2025
6/12/25,20250612,Thursday,1,0,0,23,June,2025
6/13/25,20250613,Friday,1,0,0,23,June,2025
6/14/25,20250614,Saturday,0,1,0,23,June,2025
6/15/25,20250615,Sunday,0,1,0,24,June,2025
6/16/25,20250616,Monday,1,0,0,24,June,2025
6/17/25,20250617,Tuesday,1,0,0,24,June,2025
6/18/25,20250618,Wednesday,1,0,0,24,June,2025
6/19/25,20250619,Thursday,1,0,0,24,June,2025
6/20/25,20250620,Friday,1,0,0,24,June,2025
6/21/25,20250621,Saturday,0,1,0,24,June,2025
6/22/25,20250622,Sunday,0,1,0,25,June,2025
6/23/25,20250623,Monday,1,0,0,25,June,2025
6/24/25,20250624,Tuesday,1,0,0,25,June,2025
6/25/25,20250625,Wednesday,1,0,0,25,June,2025
6/26/25,20250626,Thursday,1,0,0,25,June,2025
6/27/25,20250627,Friday,1,0,0,25,June,2025
6/28/25,20250628,Saturday,0,1,0,25,June,2025
6/29/25,20250629,Sunday,0,1,0,26,June,2025
6/30/25,20250630,Monday,1,0,0,26,June,2025
7/1/25,20250701,Tuesday,1,0,0,26,July,2025
7/2/25,20250702,Wednesday,1,0,0,26,July,2025
7/3/25,20250703,Thursday,1,0,0,26,July,2025
7/4/25,20250704,Friday,1,0,0,26,July,2025
7/5/25,20250705,Saturday,0,1,0,26,July,2025
7/6/25,20250706,Sunday,0,1,0,27,July,2025
7/7/25,20250707,Monday,1,0,0,27,July,2025
7/8/25,20250708,Tuesday,1,0,0,27,July,2025
7/9/25,20250709,Wednesday,1,0,0,27,July,2025
7/10/25,20250710,Thursday,1,0,0,27,July,2025
7/11/25,20250711,Friday,1,0,0,27,July,2025
7/12/25,20250712,Saturday,0,1,0,27,July,2025
7/13/25,20250713,Sunday,0,1,0,28,July,2025
7/14/25,20250714,Monday,1,0,0,28,July,2025
7/15/25,20250715,Tuesday,1,0,0,28,July,2025
7/16/25,20250716,Wednesday,1,0,0,28,July,2025
7/17/25,20250717,Thursday,1,0,0,28,July,2025
7/18/25,20250718,Friday,1,0,0,28,July,2025
7/19/25,20250719,Saturday,0,1,0,28,July,2025
7/20/25,20250720,Sunday,0,1,0,29,July,2025
7/21/25,20250721,Monday,1,0,0,29,July,2025
7/22/25,20250722,Tuesday,1,0,0,29,July,2025
7/23/25,20250723,Wednesday,1,0,0,29,July,2025
7/24/25,20250724,Thursday,1,0,0,29,July,2025
7/25/25,20250725,Friday,1,0,0,29,July,2025
7/26/25,20250726,Saturday,0,1,0,29,July,2025
7/27/25,20250727,Sunday,0,1,0,30,July,2025
7/28/25,20250728,Monday,1,0,0,30,July,2025
7/29/25,20250729,Tuesday,1,0,0,30,July,2025
7/30/25,20250730,Wednesday,1,0,0,30,July,2025
7/31/25,20250731,Thursday,1,0,0,30,July,2025
8/1/25,20250801,Friday,1,0,0,30,August,2025
8/2/25,20250802,Saturday,0,1,0,30,August,2025
8/3/25,20250803,Sunday,0,1,0,31,August,2025
8/4/25,20250804,Monday,1,0,0,31,August,2025
8/5/25,20250805,Tuesday,1,0,0,31,August,2025
8/6/25,20250806,Wednesday,1,0,0,31,August,2025
8/7/25,20250807,Thursday,1,0,0,31,August,2025
8/8/25,20250808,Friday,1,0,0,31,August,2025
8/9/25,20250809,Saturday,0,1,0,31,August,2025
8/10/25,20250810,Sunday,0,1,0,32,August,2025
8/11/25,20250811,Monday,1,0,0,32,August,2025
8/12/25,20250812,Tuesday,1,0,0,32,August,2025
8/13/25,20250813,Wednesday,1,0,0,32,August,2025
8/14/25,20250814,Thursday,1,0,0,32,August,2025
8/15/25,20250815,Friday,1,0,0,32,August,2025
8/16/25,20250816,Saturday,0,1,0,32,August,2025
8/17/25,20250817,Sunday,0,1,0,33,August,2025
8/18/25,20250818,Monday,1,0,0,33,August,2025
8/19/25,20250819,Tuesday,1,0,0,33,August,2025
8/20/25,20250820,Wednesday,1,0,0,33,August,2025
8/21/25,20250821,Thursday,1,0,0,33,August,2025
8/22/25,20250822,Friday,1,0,0,33,August,2025
8/23/25,20250823,Saturday,0,1,0,33,August,2025
8/24/25,20250824,Sunday,0,1,0,34,August,2025
8/25/25,20250825,Monday,1,0,0,34,August,2025
8/26/25,20250826,Tuesday,1,0,0,34,August,2025
8/27/25,20250827,Wednesday,1,0,0,34,August,2025
8/28/25,20250828,Thursday,1,0,0,34,August,2025
8/29/25,20250829,Friday,1,0,0,34,August,2025
8/30/25,20250830,Saturday,0,1,0,34,August,2025
8/31/25,20250831,Sunday,0,1,0,35,August,2025
9/1/25,20250901,Monday,1,0,0,35,September,2025
9/2/25,20250902,Tuesday,1,0,0,35,September,2025
9/3/25,20250903,Wednesday,1,0,0,35,September,2025
9/4/25,20250904,Thursday,1,0,0,35,September,2025
9/5/25,20250905,Friday,1,0,0,35,September,2025
9/6/25,20250906,Saturday,0,1,0,35,September,2025
9/7/25,20250907,Sunday,0,1,0,36,September,2025
9/8/25,20250908,Monday,1,0,0,36,September,2025
9/9/25,20250909,Tuesday,1,0,0,36,September,2025
9/10/25,20250910,Wednesday,1,0,0,36,September,2025
9/11/25,20250911,Thursday,1,0,0,36,September,2025
9/12/25,20250912,Friday,1,0,0,36,September,2025
9/13/25,20250913,Saturday,0,1,0,36,September,2025
9/14/25,20250914,Sunday,0,1,0,37,September,2025
9/15/25,20250915,Monday,1,0,0,37,September,2025
9/16/25,20250916,Tuesday,1,0,0,37,September,2025
9/17/25,20250917,Wednesday,1,0,0,37,September,2025
9/18/25,20250918,Thursday,1,0,0,37,September,2025
9/19/25,20250919,Friday,1,0,0,37,September,2025
9/20/25,20250920,Saturday,0,1,0,37,September,2025
