fare_id,rider_category_id,price
591,2,1.6
591,16,3.45
592,5,2.3
592,2,1.7
592,16,3.65
593,5,2.3
593,2,1.7
593,16,3.7
594,5,2.4
594,2,1.8
594,16,3.8
595,5,4.6
595,2,3.45
595,16,7.35
596,5,2.75
596,2,2.05
596,16,4.4
597,5,3.15
597,2,2.35
597,16,5
598,5,3.3
598,2,2.45
598,16,5.25
599,5,2.7
599,2,2
599,16,4.35
600,5,3.05
600,2,2.3
600,16,4.9
601,5,2.45
601,2,1.8
601,16,3.9
602,5,2.6
602,2,1.95
602,16,4.15
603,5,5.15
603,2,3.85
603,16,8.25
604,5,2.75
604,2,2.05
604,16,4.4
605,5,2.35
605,2,1.75
605,16,3.8
606,5,1.6
606,2,1.2
606,16,2.55
607,5,1.4
607,2,1.05
607,16,2.25
608,5,1.25
608,2,0.95
608,16,2
609,5,1.05
609,2,0.8
609,16,1.7
610,5,1.05
610,2,0.8
610,16,1.7
611,5,1.05
611,2,0.8
611,16,1.7
612,5,1.05
612,2,0.8
612,16,1.7
613,5,3.2
613,2,2.4
613,16,5.1
614,5,1.05
614,2,0.8
614,16,1.7
615,5,1.05
615,2,0.8
615,16,1.7
616,5,1.05
616,2,0.8
616,16,1.7
617,5,1.05
617,2,0.8
617,16,1.7
618,5,1.35
618,2,1
618,16,2.2
619,5,1.6
619,2,1.2
619,16,2.55
620,5,1.85
620,2,1.35
620,16,2.95
621,5,2
621,2,1.5
621,16,3.2
622,5,2.25
622,2,1.7
622,16,3.6
623,5,2.45
623,2,1.85
623,16,3.95
624,5,1.85
624,2,1.35
624,16,2.95
625,5,2.45
625,2,1.8
625,16,3.9
626,5,2.65
626,2,1.95
626,16,4.2
627,5,2.35
627,2,1.75
627,16,3.8
628,5,2.35
628,2,1.75
628,16,3.75
629,5,2.25
629,2,1.65
629,16,3.6
630,5,2
630,2,1.5
630,16,3.2
631,5,1.95
631,2,1.45
631,16,3.1
632,5,1.7
632,2,1.25
632,16,2.7
633,5,1.35
633,2,1
633,16,2.15
634,5,1.05
634,2,0.8
634,16,1.7
635,5,1.05
635,2,0.8
635,16,1.7
636,5,1.9
636,2,1.4
636,16,3.05
637,5,1.9
637,2,1.4
637,16,3.05
638,5,1.9
638,2,1.4
638,16,3.05
639,5,1.9
639,2,1.4
639,16,3.05
640,5,2
640,2,1.5
640,16,3.2
641,5,2.05
641,2,1.55
641,16,3.3
642,5,2.2
642,2,1.65
642,16,3.5
643,5,2.25
643,2,1.7
643,16,3.6
644,5,2.35
644,2,1.75
644,16,3.75
645,5,4.4
645,2,3.3
645,16,7.05
646,5,2.7
646,2,2
646,16,4.3
647,5,3.1
647,2,2.3
647,16,4.95
648,5,3.25
648,2,2.4
648,16,5.2
649,5,2.75
649,2,2.05
649,16,4.4
650,5,3.1
650,2,2.3
650,16,4.95
651,5,2.45
651,2,1.8
651,16,3.9
652,5,2.6
652,2,1.95
652,16,4.15
653,5,5.15
653,2,3.85
653,16,8.25
654,5,2.75
654,2,2.05
654,16,4.4
655,5,2.35
655,2,1.75
655,16,3.8
656,5,1.6
656,2,1.2
656,16,2.55
657,5,1.4
657,2,1.05
657,16,2.25
658,5,1.25
658,2,0.95
658,16,2
659,5,1.05
659,2,0.8
659,16,1.7
660,5,1.05
660,2,0.8
660,16,1.7
661,5,1.05
661,2,0.8
661,16,1.7
662,5,1.05
662,2,0.8
662,16,1.7
663,5,1.05
663,2,0.8
663,16,1.7
664,5,3.2
664,2,2.4
664,16,5.1
665,5,1.05
665,2,0.8
665,16,1.7
666,5,1.05
666,2,0.8
666,16,1.7
667,5,1.05
667,2,0.8
667,16,1.7
668,5,1.35
668,2,1
668,16,2.2
669,5,1.6
669,2,1.2
669,16,2.55
670,5,1.85
670,2,1.35
670,16,2.95
671,5,2
671,2,1.5
671,16,3.2
672,5,2.25
672,2,1.7
672,16,3.6
673,5,2.45
673,2,1.85
673,16,3.95
674,5,1.85
674,2,1.35
674,16,2.95
675,5,2.45
675,2,1.8
675,16,3.9
676,5,2.65
676,2,1.95
676,16,4.2
677,5,2.35
677,2,1.75
677,16,3.8
678,5,2.35
678,2,1.75
678,16,3.75
679,5,2.25
679,2,1.65
679,16,3.6
680,5,2
680,2,1.5
680,16,3.2
681,5,1.95
681,2,1.45
681,16,3.1
682,5,1.7
682,2,1.25
682,16,2.7
683,5,1.35
683,2,1
683,16,2.15
684,5,1.05
684,2,0.8
684,16,1.7
685,5,1.05
685,2,0.8
685,16,1.7
686,5,1.9
686,2,1.4
686,16,3.05
687,5,1.9
687,2,1.4
687,16,3.05
688,5,1.9
688,2,1.4
688,16,3.05
689,5,1.9
689,2,1.4
689,16,3.05
690,5,2
690,2,1.5
690,16,3.2
691,5,2.05
691,2,1.55
691,16,3.3
692,5,2.2
692,2,1.65
692,16,3.5
693,5,2.25
693,2,1.7
693,16,3.6
694,5,2.35
694,2,1.75
694,16,3.75
695,5,4.4
695,2,3.3
695,16,7.05
696,5,2.7
696,2,2
696,16,4.3
697,5,3.1
697,2,2.3
697,16,4.95
698,5,3.25
698,2,2.4
698,16,5.2
699,5,2.75
699,2,2.05
699,16,4.4
700,5,3.1
700,2,2.3
700,16,4.95
701,5,2.45
701,2,1.8
701,16,3.9
702,5,2.6
702,2,1.95
702,16,4.15
703,5,5.15
703,2,3.85
703,16,8.25
704,5,2.75
704,2,2.05
704,16,4.4
705,5,2.35
705,2,1.75
705,16,3.8
706,5,1.6
706,2,1.2
706,16,2.55
707,5,1.4
707,2,1.05
707,16,2.25
708,5,1.25
708,2,0.95
708,16,2
709,5,1.05
709,2,0.8
709,16,1.7
710,5,1.05
710,2,0.8
710,16,1.7
711,5,1.05
711,2,0.8
711,16,1.7
712,5,1.05
712,2,0.8
712,16,1.7
713,5,1.05
713,2,0.8
713,16,1.7
714,5,1.05
714,2,0.8
714,16,1.7
715,5,3.2
715,2,2.4
715,16,5.1
716,5,1.05
716,2,0.8
716,16,1.7
717,5,1.05
717,2,0.8
717,16,1.7
718,5,1.35
718,2,1
718,16,2.2
719,5,1.6
719,2,1.2
719,16,2.55
720,5,1.85
720,2,1.35
720,16,2.95
721,5,2
721,2,1.5
721,16,3.2
722,5,2.25
722,2,1.7
722,16,3.6
723,5,2.45
723,2,1.85
723,16,3.95
724,5,1.85
724,2,1.35
724,16,2.95
725,5,2.45
725,2,1.8
725,16,3.9
726,5,2.65
726,2,1.95
726,16,4.2
727,5,2.35
727,2,1.75
727,16,3.8
728,5,2.35
728,2,1.75
728,16,3.75
729,5,2.25
729,2,1.65
729,16,3.6
730,5,2
730,2,1.5
730,16,3.2
731,5,1.95
731,2,1.45
731,16,3.1
732,5,1.7
732,2,1.25
732,16,2.7
733,5,1.35
733,2,1
733,16,2.15
734,5,1.05
734,2,0.8
734,16,1.7
735,5,1.05
735,2,0.8
735,16,1.7
736,5,1.9
736,2,1.4
736,16,3.05
737,5,1.9
737,2,1.4
737,16,3.05
738,5,1.9
738,2,1.4
738,16,3.05
739,5,1.9
739,2,1.4
739,16,3.05
740,5,2
740,2,1.5
740,16,3.2
741,5,2.05
741,2,1.55
741,16,3.3
742,5,2.2
742,2,1.65
742,16,3.5
743,5,2.25
743,2,1.7
743,16,3.6
744,5,2.35
744,2,1.75
744,16,3.75
745,5,4.4
745,2,3.3
745,16,7.05
746,5,2.7
746,2,2
746,16,4.3
747,5,3.1
747,2,2.3
747,16,4.95
748,5,3.25
748,2,2.4
748,16,5.2
749,5,2.75
749,2,2.05
749,16,4.4
750,5,3.1
750,2,2.3
750,16,4.95
751,5,2.6
751,2,1.95
751,16,4.15
752,5,2.75
752,2,2.05
752,16,4.4
753,5,5.3
753,2,3.95
753,16,8.5
754,5,2.9
754,2,2.15
754,16,4.65
755,5,2.2
755,2,1.65
755,16,3.55
756,5,1.75
756,2,1.3
756,16,2.8
757,5,1.65
757,2,1.25
757,16,2.65
758,5,1.5
758,2,1.1
758,16,2.4
759,5,1.35
759,2,1
759,16,2.15
760,5,1.25
760,2,0.95
760,16,2
761,5,1.15
761,2,0.85
761,16,1.85
762,5,1.05
762,2,0.8
762,16,1.7
763,5,1.05
763,2,0.8
763,16,1.7
764,5,1.05
764,2,0.8
764,16,1.7
765,5,1.05
765,2,0.8
765,16,1.7
766,5,3.2
766,2,2.4
766,16,5.1
767,5,1.05
767,2,0.8
767,16,1.7
768,5,1.05
768,2,0.8
768,16,1.7
769,5,1.35
769,2,1
769,16,2.15
770,5,1.6
770,2,1.2
770,16,2.55
771,5,1.85
771,2,1.35
771,16,2.95
772,5,2.1
772,2,1.55
772,16,3.4
773,5,2.3
773,2,1.7
773,16,3.7
774,5,1.6
774,2,1.2
774,16,2.55
775,5,2.3
775,2,1.7
775,16,3.65
776,5,2.75
776,2,2.05
776,16,4.4
777,5,2.45
777,2,1.8
777,16,3.9
778,5,2.5
778,2,1.85
778,16,4
779,5,2.35
779,2,1.75
779,16,3.75
780,5,2.1
780,2,1.55
780,16,3.4
781,5,2
781,2,1.5
781,16,3.2
782,5,1.8
782,2,1.35
782,16,2.9
783,5,1.5
783,2,1.1
783,16,2.4
784,5,1.1
784,2,0.8
784,16,1.75
785,5,1.05
785,2,0.8
785,16,1.7
786,5,2.15
786,2,1.6
786,16,3.4
787,5,2.15
787,2,1.6
787,16,3.4
788,5,2.15
788,2,1.6
788,16,3.4
789,5,2.15
789,2,1.6
789,16,3.4
790,5,2.25
790,2,1.65
790,16,3.6
791,5,2.3
791,2,1.7
791,16,3.7
792,5,2.4
792,2,1.8
792,16,3.8
793,5,2.4
793,2,1.8
793,16,3.85
794,5,2.5
794,2,1.85
794,16,4
795,5,4.4
795,2,3.3
795,16,7.05
796,5,2.55
796,2,1.9
796,16,4.1
797,5,2.95
797,2,2.2
797,16,4.75
798,5,3.1
798,2,2.3
798,16,4.95
799,5,2.8
799,2,2.1
799,16,4.5
800,5,3.15
800,2,2.35
800,16,5.05
801,5,2.7
801,2,2
801,16,4.3
802,5,2.85
802,2,2.1
802,16,4.55
803,5,5.4
803,2,4.05
803,16,8.65
804,5,3
804,2,2.25
804,16,4.8
805,5,2.1
805,2,1.55
805,16,3.35
806,5,1.9
806,2,1.4
806,16,3
807,5,1.75
807,2,1.3
807,16,2.8
808,5,1.7
808,2,1.25
808,16,2.7
809,5,1.5
809,2,1.1
809,16,2.4
810,5,1.45
810,2,1.05
810,16,2.3
811,5,1.35
811,2,1
811,16,2.15
812,5,1.25
812,2,0.9
812,16,2
813,5,1.05
813,2,0.8
813,16,1.7
814,5,1.05
814,2,0.8
814,16,1.7
815,5,1.05
815,2,0.8
815,16,1.7
816,5,1.05
816,2,0.8
816,16,1.7
817,5,3.2
817,2,2.4
817,16,5.1
818,5,1.05
818,2,0.8
818,16,1.7
819,5,1.05
819,2,0.8
819,16,1.7
820,5,1.4
820,2,1.05
820,16,2.25
821,5,1.65
821,2,1.25
821,16,2.65
822,5,2
822,2,1.5
822,16,3.2
823,5,2.2
823,2,1.65
823,16,3.55
824,5,1.4
824,2,1.05
824,16,2.25
825,5,2.2
825,2,1.65
825,16,3.5
826,5,2.85
826,2,2.1
826,16,4.55
827,5,2.55
827,2,1.9
827,16,4.1
828,5,2.6
828,2,1.95
828,16,4.15
829,5,2.45
829,2,1.8
829,16,3.9
830,5,2.2
830,2,1.65
830,16,3.55
831,5,2.15
831,2,1.6
831,16,3.4
832,5,1.95
832,2,1.45
832,16,3.1
833,5,1.7
833,2,1.25
833,16,2.75
834,5,1.25
834,2,0.95
834,16,2
835,5,1.2
835,2,0.9
835,16,1.9
836,5,2.3
836,2,1.7
836,16,3.7
837,5,2.3
837,2,1.7
837,16,3.7
838,5,2.3
838,2,1.7
838,16,3.7
839,5,2.3
839,2,1.7
839,16,3.7
840,5,2.4
840,2,1.8
840,16,3.8
841,5,2.4
841,2,1.8
841,16,3.85
842,5,2.5
842,2,1.85
842,16,4
843,5,2.55
843,2,1.9
843,16,4.05
844,5,2.6
844,2,1.95
844,16,4.2
845,5,3.35
845,2,2.5
845,16,5.35
846,5,2.45
846,2,1.8
846,16,3.9
847,5,2.85
847,2,2.1
847,16,4.55
848,5,3
848,2,2.25
848,16,4.8
849,5,2.95
849,2,2.2
849,16,4.7
850,5,3.3
850,2,2.45
850,16,5.25
851,5,2.85
851,2,2.15
851,16,4.6
852,5,3
852,2,2.25
852,16,4.8
853,5,5.6
853,2,4.2
853,16,8.95
854,5,3.2
854,2,2.4
854,16,5.1
855,5,1.95
855,2,1.45
855,16,3.15
856,5,2.05
856,2,1.55
856,16,3.3
857,5,1.95
857,2,1.45
857,16,3.1
858,5,1.85
858,2,1.35
858,16,2.95
859,5,1.75
859,2,1.3
859,16,2.8
860,5,1.7
860,2,1.25
860,16,2.75
861,5,1.6
861,2,1.2
861,16,2.6
862,5,1.5
862,2,1.1
862,16,2.4
863,5,1.35
863,2,1
863,16,2.2
864,5,1.35
864,2,1
864,16,2.2
865,5,1.35
865,2,1
865,16,2.2
866,5,1.05
866,2,0.8
866,16,1.7
867,5,1.05
867,2,0.8
867,16,1.7
868,5,3.2
868,2,2.4
868,16,5.1
869,5,1.05
869,2,0.8
869,16,1.7
870,5,1.05
870,2,0.8
870,16,1.7
871,5,1.4
871,2,1.05
871,16,2.25
872,5,1.8
872,2,1.35
872,16,2.9
873,5,2.05
873,2,1.5
873,16,3.25
874,5,1.05
874,2,0.8
874,16,1.7
875,5,2.05
875,2,1.5
875,16,3.25
876,5,3
876,2,2.25
876,16,4.8
877,5,2.7
877,2,2
877,16,4.35
878,5,2.75
878,2,2.05
878,16,4.4
879,5,2.6
879,2,1.95
879,16,4.15
880,5,2.4
880,2,1.8
880,16,3.8
881,5,2.3
881,2,1.7
881,16,3.65
882,5,2.1
882,2,1.55
882,16,3.35
883,5,1.9
883,2,1.4
883,16,3
884,5,1.5
884,2,1.1
884,16,2.4
885,5,1.45
885,2,1.1
885,16,2.35
886,5,2.5
886,2,1.85
886,16,4
887,5,2.5
887,2,1.85
887,16,4
888,5,2.5
888,2,1.85
888,16,4
889,5,2.5
889,2,1.85
889,16,4
890,5,2.55
890,2,1.9
890,16,4.1
891,5,2.55
891,2,1.9
891,16,4.1
892,5,2.65
892,2,2
892,16,4.25
893,5,2.7
893,2,2
893,16,4.35
894,5,2.75
894,2,2.05
894,16,4.4
895,5,4.4
895,2,3.3
895,16,7.05
896,5,2.3
896,2,1.7
896,16,3.65
897,5,2.7
897,2,2
897,16,4.3
898,5,2.8
898,2,2.1
898,16,4.5
899,5,3.1
899,2,2.3
899,16,4.95
900,5,3.45
900,2,2.55
900,16,5.5
901,5,3
901,2,2.25
901,16,4.8
902,5,3.15
902,2,2.35
902,16,5
903,5,5.7
903,2,4.25
903,16,9.15
904,5,3.3
904,2,2.45
904,16,5.3
905,5,1.05
905,2,0.8
905,16,1.7
906,5,2.2
906,2,1.65
906,16,3.5
907,5,2.05
907,2,1.55
907,16,3.3
908,5,1.95
908,2,1.45
908,16,3.15
909,5,1.85
909,2,1.4
909,16,3
910,5,1.85
910,2,1.35
910,16,2.95
911,5,1.8
911,2,1.35
911,16,2.85
912,5,1.7
912,2,1.25
912,16,2.7
913,5,1.6
913,2,1.2
913,16,2.55
914,5,1.6
914,2,1.2
914,16,2.55
915,5,1.6
915,2,1.2
915,16,2.55
916,5,1.35
916,2,1
916,16,2.15
917,5,1.05
917,2,0.8
917,16,1.7
918,5,1.05
918,2,0.8
918,16,1.7
919,5,3.2
919,2,2.4
919,16,5.1
920,5,1.05
920,2,0.8
920,16,1.7
921,5,1.05
921,2,0.8
921,16,1.7
922,5,1.05
922,2,0.8
922,16,1.7
923,5,1.05
923,2,0.8
923,16,1.7
924,5,1.05
924,2,0.8
924,16,1.7
925,5,1.05
925,2,0.8
925,16,1.7
926,5,3.15
926,2,2.35
926,16,5
927,5,2.85
927,2,2.1
927,16,4.55
928,5,2.9
928,2,2.15
928,16,4.6
929,5,2.75
929,2,2.05
929,16,4.4
930,5,2.5
930,2,1.85
930,16,4
931,5,2.4
931,2,1.8
931,16,3.85
932,5,2.2
932,2,1.65
932,16,3.55
933,5,2
933,2,1.5
933,16,3.2
934,5,1.7
934,2,1.25
934,16,2.75
935,5,1.7
935,2,1.25
935,16,2.7
936,5,2.65
936,2,1.95
936,16,4.2
937,5,2.65
937,2,1.95
937,16,4.2
938,5,2.65
938,2,1.95
938,16,4.2
939,5,2.65
939,2,1.95
939,16,4.2
940,5,2.7
940,2,2
940,16,4.3
941,5,2.7
941,2,2
941,16,4.35
942,5,2.8
942,2,2.1
942,16,4.45
943,5,2.85
943,2,2.1
943,16,4.55
944,5,2.9
944,2,2.15
944,16,4.6
945,5,4.4
945,2,3.3
945,16,7.05
946,5,2.15
946,2,1.6
946,16,3.4
947,5,2.55
947,2,1.9
947,16,4.1
948,5,2.7
948,2,2
948,16,4.3
949,5,3.2
949,2,2.4
949,16,5.15
950,5,3.55
950,2,2.65
950,16,5.7
951,5,3.15
951,2,2.35
951,16,5
952,5,3.3
952,2,2.45
952,16,5.25
953,5,5.85
953,2,4.4
953,16,9.4
954,5,3.5
954,2,2.6
954,16,5.6
955,5,1.95
955,2,1.45
955,16,3.15
956,5,2.35
956,2,1.75
956,16,3.75
957,5,2.2
957,2,1.65
957,16,3.55
958,5,2.15
958,2,1.6
958,16,3.4
959,5,2.05
959,2,1.5
959,16,3.25
960,5,2
960,2,1.5
960,16,3.2
961,5,1.95
961,2,1.45
961,16,3.1
962,5,1.9
962,2,1.4
962,16,3
963,5,1.85
963,2,1.35
963,16,2.95
964,5,1.85
964,2,1.35
964,16,2.95
965,5,1.85
965,2,1.35
965,16,2.95
966,5,1.6
966,2,1.2
966,16,2.55
967,5,1.4
967,2,1.05
967,16,2.25
968,5,1.05
968,2,0.8
968,16,1.7
969,5,1.05
969,2,0.8
969,16,1.7
970,5,3.2
970,2,2.4
970,16,5.1
971,5,1.05
971,2,0.8
971,16,1.7
972,5,1.05
972,2,0.8
972,16,1.7
973,5,1.05
973,2,0.8
973,16,1.7
974,5,1.05
974,2,0.8
974,16,1.7
975,5,2.05
975,2,1.55
975,16,3.3
976,5,3.3
976,2,2.45
976,16,5.25
977,5,3
977,2,2.25
977,16,4.8
978,5,3.05
978,2,2.25
978,16,4.85
979,5,2.9
979,2,2.15
979,16,4.6
980,5,2.65
980,2,2
980,16,4.25
981,5,2.6
981,2,1.95
981,16,4.15
982,5,2.4
982,2,1.8
982,16,3.8
983,5,2.15
983,2,1.6
983,16,3.45
984,5,1.9
984,2,1.4
984,16,3
985,5,1.9
985,2,1.4
985,16,3
986,5,2.8
986,2,2.1
986,16,4.45
987,5,2.8
987,2,2.1
987,16,4.45
988,5,2.8
988,2,2.1
988,16,4.45
989,5,2.8
989,2,2.1
989,16,4.45
990,5,2.85
990,2,2.1
990,16,4.55
991,5,2.85
991,2,2.15
991,16,4.6
992,5,2.95
992,2,2.2
992,16,4.7
993,5,3
993,2,2.25
993,16,4.8
994,5,3.05
994,2,2.3
994,16,4.9
995,5,4.75
995,2,3.55
995,16,7.6
996,5,2
996,2,1.5
996,16,3.2
997,5,2.4
997,2,1.8
997,16,3.8
998,5,2.55
998,2,1.9
998,16,4.05
999,5,3.35
999,2,2.5
999,16,5.4
1000,5,3.7
1000,2,2.75
1000,16,5.95
1001,5,3.3
1001,2,2.45
1001,16,5.3
1002,5,3.45
1002,2,2.6
1002,16,5.55
1003,5,6.05
1003,2,4.5
1003,16,9.65
1004,5,3.65
1004,2,2.7
1004,16,5.8
1005,5,2.15
1005,2,1.6
1005,16,3.4
1006,5,2.5
1006,2,1.85
1006,16,4
1007,5,2.4
1007,2,1.8
1007,16,3.8
1008,5,2.3
1008,2,1.7
1008,16,3.65
1009,5,2.2
1009,2,1.65
1009,16,3.5
1010,5,2.15
1010,2,1.6
1010,16,3.45
1011,5,2.1
1011,2,1.55
1011,16,3.4
1012,5,2.05
1012,2,1.5
1012,16,3.25
1013,5,2
1013,2,1.5
1013,16,3.2
1014,5,2
1014,2,1.5
1014,16,3.2
1015,5,2
1015,2,1.5
1015,16,3.2
1016,5,1.85
1016,2,1.35
1016,16,2.95
1017,5,1.65
1017,2,1.25
1017,16,2.65
1018,5,1.4
1018,2,1.05
1018,16,2.25
1019,5,1.05
1019,2,0.8
1019,16,1.7
1020,5,1.05
1020,2,0.8
1020,16,1.7
1021,5,3.2
1021,2,2.4
1021,16,5.1
1022,5,1.05
1022,2,0.8
1022,16,1.7
1023,5,1.05
1023,2,0.8
1023,16,1.7
1024,5,1.45
1024,2,1.05
1024,16,2.3
1025,5,2.2
1025,2,1.65
1025,16,3.55
1026,5,3.45
1026,2,2.6
1026,16,5.55
1027,5,3.15
1027,2,2.35
1027,16,5.05
1028,5,3.2
1028,2,2.4
1028,16,5.15
1029,5,3.05
1029,2,2.3
1029,16,4.9
1030,5,2.8
1030,2,2.1
1030,16,4.5
1031,5,2.75
1031,2,2.05
1031,16,4.4
1032,5,2.55
1032,2,1.9
1032,16,4.05
1033,5,2.35
1033,2,1.75
1033,16,3.75
1034,5,2.05
1034,2,1.5
1034,16,3.25
1035,5,2.05
1035,2,1.5
1035,16,3.25
1036,5,2.95
1036,2,2.2
1036,16,4.75
1037,5,2.95
1037,2,2.2
1037,16,4.75
1038,5,2.95
1038,2,2.2
1038,16,4.75
1039,5,2.95
1039,2,2.2
1039,16,4.75
1040,5,3
1040,2,2.25
1040,16,4.8
1041,5,3.05
1041,2,2.25
1041,16,4.85
1042,5,3.1
1042,2,2.3
1042,16,5
1043,5,3.15
1043,2,2.35
1043,16,5
1044,5,3.2
1044,2,2.4
1044,16,5.15
1045,5,5
1045,2,3.75
1045,16,8
1046,5,1.05
1046,2,0.8
1046,16,1.7
1047,5,2.25
1047,2,1.65
1047,16,3.6
1048,5,2.35
1048,2,1.75
1048,16,3.8
1049,5,3.55
1049,2,2.65
1049,16,5.65
1050,5,3.9
1050,2,2.9
1050,16,6.2
1051,5,3.6
1051,2,2.7
1051,16,5.75
1052,5,3.75
1052,2,2.8
1052,16,6
1053,5,6.3
1053,2,4.7
1053,16,10.1
1054,5,3.9
1054,2,2.9
1054,16,6.25
1055,5,2.4
1055,2,1.8
1055,16,3.8
1056,5,2.8
1056,2,2.1
1056,16,4.45
1057,5,2.65
1057,2,2
1057,16,4.25
1058,5,2.55
1058,2,1.9
1058,16,4.1
1059,5,2.45
1059,2,1.85
1059,16,3.95
1060,5,2.45
1060,2,1.8
1060,16,3.9
1061,5,2.4
1061,2,1.8
1061,16,3.8
1062,5,2.3
1062,2,1.7
1062,16,3.7
1063,5,2.25
1063,2,1.7
1063,16,3.6
1064,5,2.25
1064,2,1.7
1064,16,3.6
1065,5,2.25
1065,2,1.7
1065,16,3.6
1066,5,2.1
1066,2,1.55
1066,16,3.4
1067,5,2
1067,2,1.5
1067,16,3.2
1068,5,1.8
1068,2,1.35
1068,16,2.9
1069,5,1.05
1069,2,0.8
1069,16,1.7
1070,5,1.05
1070,2,0.8
1070,16,1.7
1071,5,1.05
1071,2,0.8
1071,16,1.7
1072,5,3.2
1072,2,2.4
1072,16,5.1
1073,5,1.05
1073,2,0.8
1073,16,1.7
1074,5,1.85
1074,2,1.35
1074,16,2.95
1075,5,2.5
1075,2,1.85
1075,16,4
1076,5,3.7
1076,2,2.75
1076,16,5.95
1077,5,3.45
1077,2,2.55
1077,16,5.5
1078,5,3.5
1078,2,2.6
1078,16,5.6
1079,5,3.35
1079,2,2.5
1079,16,5.35
1080,5,3.1
1080,2,2.3
1080,16,4.95
1081,5,3
1081,2,2.25
1081,16,4.8
1082,5,2.8
1082,2,2.1
1082,16,4.5
1083,5,2.6
1083,2,1.95
1083,16,4.2
1084,5,2.3
1084,2,1.7
1084,16,3.7
1085,5,2.3
1085,2,1.7
1085,16,3.7
1086,5,3.25
1086,2,2.4
1086,16,5.2
1087,5,3.25
1087,2,2.4
1087,16,5.2
1088,5,3.25
1088,2,2.4
1088,16,5.2
1089,5,3.25
1089,2,2.4
1089,16,5.2
1090,5,3.25
1090,2,2.45
1090,16,5.2
1091,5,3.3
1091,2,2.45
1091,16,5.25
1092,5,3.4
1092,2,2.55
1092,16,5.4
1093,5,3.4
1093,2,2.55
1093,16,5.45
1094,5,3.5
1094,2,2.6
1094,16,5.6
1095,5,5.35
1095,2,4
1095,16,8.6
1096,5,1.05
1096,2,0.8
1096,16,1.7
1097,5,1.95
1097,2,1.45
1097,16,3.15
1098,5,2.1
1098,2,1.55
1098,16,3.35
1099,5,3.8
1099,2,2.85
1099,16,6.1
1100,5,4.15
1100,2,3.1
1100,16,6.65
1101,5,3.75
1101,2,2.8
1101,16,6
1102,5,3.9
1102,2,2.9
1102,16,6.25
1103,5,6.5
1103,2,4.85
1103,16,10.4
1104,5,4.1
1104,2,3.05
1104,16,6.55
1105,5,2.6
1105,2,1.95
1105,16,4.15
1106,5,2.95
1106,2,2.2
1106,16,4.75
1107,5,2.85
1107,2,2.15
1107,16,4.6
1108,5,2.75
1108,2,2.05
1108,16,4.4
1109,5,2.65
1109,2,2
1109,16,4.25
1110,5,2.65
1110,2,1.95
1110,16,4.2
1111,5,2.6
1111,2,1.95
1111,16,4.15
1112,5,2.5
1112,2,1.85
1112,16,4
1113,5,2.45
1113,2,1.85
1113,16,3.95
1114,5,2.45
1114,2,1.85
1114,16,3.95
1115,5,2.45
1115,2,1.85
1115,16,3.95
1116,5,2.3
1116,2,1.7
1116,16,3.7
1117,5,2.2
1117,2,1.65
1117,16,3.55
1118,5,2.05
1118,2,1.5
1118,16,3.25
1119,5,1.05
1119,2,0.8
1119,16,1.7
1120,5,1.05
1120,2,0.8
1120,16,1.7
1121,5,1.05
1121,2,0.8
1121,16,1.7
1122,5,1.05
1122,2,0.8
1122,16,1.7
1123,5,3.2
1123,2,2.4
1123,16,5.1
1124,5,2.05
1124,2,1.55
1124,16,3.3
1125,5,2.7
1125,2,2
1125,16,4.3
1126,5,3.9
1126,2,2.9
1126,16,6.25
1127,5,3.65
1127,2,2.7
1127,16,5.8
1128,5,3.65
1128,2,2.75
1128,16,5.85
1129,5,3.5
1129,2,2.6
1129,16,5.6
1130,5,3.3
1130,2,2.45
1130,16,5.25
1131,5,3.2
1131,2,2.4
1131,16,5.15
1132,5,3
1132,2,2.25
1132,16,4.8
1133,5,2.8
1133,2,2.1
1133,16,4.45
1134,5,2.5
1134,2,1.85
1134,16,4
1135,5,2.5
1135,2,1.85
1135,16,4
1136,5,3.4
1136,2,2.55
1136,16,5.45
1137,5,3.4
1137,2,2.55
1137,16,5.45
1138,5,3.4
1138,2,2.55
1138,16,5.45
1139,5,3.4
1139,2,2.55
1139,16,5.45
1140,5,3.45
1140,2,2.6
1140,16,5.55
1141,5,3.5
1141,2,2.6
1141,16,5.6
1142,5,3.55
1142,2,2.65
1142,16,5.7
1143,5,3.6
1143,2,2.7
1143,16,5.8
1144,5,3.7
1144,2,2.75
1144,16,5.9
1145,5,5.55
1145,2,4.15
1145,16,8.9
1146,5,1.05
1146,2,0.8
1146,16,1.7
1147,5,1.7
1147,2,1.25
1147,16,2.7
1148,5,1.9
1148,2,1.4
1148,16,3.05
1149,5,4
1149,2,3
1149,16,6.4
1150,5,4.35
1150,2,3.25
1150,16,7
1151,5,3.15
1151,2,2.35
1151,16,5
1152,5,3.3
1152,2,2.45
1152,16,5.25
1153,5,5.85
1153,2,4.4
1153,16,9.4
1154,5,3.45
1154,2,2.6
1154,16,5.55
1155,5,1.05
1155,2,0.8
1155,16,1.7
1156,5,2.35
1156,2,1.75
1156,16,3.75
1157,5,2.2
1157,2,1.65
1157,16,3.55
1158,5,2.15
1158,2,1.6
1158,16,3.4
1159,5,2.05
1159,2,1.5
1159,16,3.25
1160,5,2
1160,2,1.5
1160,16,3.2
1161,5,1.95
1161,2,1.45
1161,16,3.15
