order_id,sales,quantity,discount,profit
CA-2015-134257,498.93,7,0,244.2543
CA-2015-134719,1801.632,6,0.2,-337.806
CA-2015-134747,412.24,9,0,112.2084
CA-2015-134782,105.42,2,0,51.6558
CA-2015-134859,85.68,7,0.4,13.752
CA-2015-134894,436.86,7,0,112.2738
CA-2015-134922,24.4,2,0.2,7.93
CA-2015-134943,152.8,5,0,76.4
CA-2015-134992,80.38,7,0,26.5874
CA-2015-135020,632.856,13,0.2,197.7903
CA-2015-135174,1022.97,5,0.4,-255.7425
CA-2015-135251,467.6532,13,1.52,-91.2163
CA-2015-135272,79.92,4,0,28.7712
CA-2015-135314,269.982,3,0.4,40.4973
CA-2015-135363,20.784,4,0.4,7.1436
CA-2015-135391,80.88,6,0.8,-17.0556
CA-2015-135489,279.86,14,0,134.3328
CA-2015-135510,67.96,4,0,12.2328
CA-2015-135538,883.84,4,0.2,99.432
CA-2015-135545,266.294,15,0.2,106.8083
CA-2015-135580,3251.34,18,0.4,490.6038
CA-2015-135622,2079.112,17,0.4,281.1181
CA-2015-135685,2233.02,25,0,538.0962
CA-2015-135727,191.968,7,0.2,16.7972
CA-2015-135853,324.22,14,0,103.178
CA-2015-136105,24.56,2,0,6.8768
CA-2015-136147,233.064,11,0.9,-102.3195
CA-2015-136196,322.59,3,0,64.518
CA-2015-136224,10.272,3,0.2,1.1556
CA-2015-136378,9.156,3,0.8,-13.734
CA-2015-136420,139.816,8,0.2,57.1924
CA-2015-136469,1136.896,13,0.3,260.1058
CA-2015-136658,6.08,2,0,2.0672
CA-2015-136700,8.96,2,0,4.3904
CA-2015-136728,177.896,5,0.5,-9.214
CA-2015-136735,167.86,2,0,78.8942
CA-2015-136798,545.91,8,0,138.978
CA-2015-136805,925.83,14,0.1,265.2858
CA-2015-137064,692.214,8,1.2,-126.3534
CA-2015-137071,100.8,2,0.2,21.42
CA-2015-137106,79.96,5,0.2,27.986
CA-2015-137113,4210.65,27,0.2,598.0776
CA-2015-137225,3.28,1,0,1.4104
CA-2015-137281,6.48,1,0,3.1104
CA-2015-137302,485.784,12,0.6,78.489
CA-2015-137512,259.942,6,0.5,-25.9938
CA-2015-137526,612.458,16,0.2,155.4968
CA-2015-137603,8.4,5,0,2.184
CA-2015-137708,114.37,15,0,47.5602
CA-2015-137750,204.85,5,0,57.358
CA-2015-137897,134.5,9,0,42.866
CA-2015-137925,705.068,19,0.2,53.4716
CA-2015-137946,979.104,7,0.6,342.0882
CA-2015-137974,2298.9,19,0,397.9448
CA-2015-138002,197.916,5,0.2,76.9434
CA-2015-138009,1542.47,20,0.1,444.2672
CA-2015-138219,33.36,4,0,16.68
CA-2015-138331,106.8,10,0.2,10.68
CA-2015-138457,13.092,4,0.7,-10.0372
CA-2015-138485,538.92,9,0,80.838
CA-2015-138492,51.968,2,0.2,-10.3936
CA-2015-138534,195.466,2,0.15,-13.7976
CA-2015-138674,259.864,12,0.6,36.8418
CA-2015-138898,845.728,13,0.2,84.5728
CA-2015-138954,224.934,15,0.2,68.0811
CA-2015-139094,206.962,2,0.3,-32.5226
CA-2015-139164,366.99,8,0.4,29.829
CA-2015-139248,623.96,5,0.2,38.9975
CA-2015-139290,5.76,2,0,2.6496
CA-2015-139374,179.886,1,0.3,-2.5698
CA-2015-139584,310.364,4,0.4,-64.1304
CA-2015-139731,2717.31,8,0.5,-307.6095
CA-2015-139738,128.744,7,0.2,12.8744
CA-2015-139780,116.4,8,0,52.38
CA-2015-139850,64.032,6,0.4,11.5872
CA-2015-139962,57.32,5,0,28.2712
CA-2015-140025,847.2,14,1,-1133.2884
CA-2015-140144,383.616,9,0.2,147.7206
CA-2015-140221,257.32,11,2.4,-483.2092
CA-2015-140375,26.82,4,0,12.9474
CA-2015-140410,1345.418,13,0.2,160.5256
CA-2015-140557,559.93,7,0,167.979
CA-2015-140718,246.364,15,1.3,55.2796
CA-2015-140830,89.36,4,0,40.5616
CA-2015-140921,178.37,5,0,62.0658
CA-2015-140984,1884.144,17,0.4,592.242
CA-2015-141012,495.736,7,0.2,101.1671
CA-2015-141040,655.88,8,0,314.1048
CA-2015-141145,87.168,3,0.2,10.896
CA-2015-141243,1757.8536,17,0.72,-352.0866
CA-2015-141250,301.742,5,0.6,-21.7122
CA-2015-141327,440.144,12,1.1,30.7824
CA-2015-141565,1664.132,10,0.9,-972.0496
CA-2015-141593,369.56,8,0.6,45.6519
CA-2015-141740,205.164,2,0.1,13.6776
CA-2015-141754,11.696,2,0.2,3.9474
CA-2015-141768,14.73,3,0,4.8609
CA-2015-141810,374.076,9,1,-8.216
CA-2015-141936,19.152,3,0.2,6.4638
CA-2015-142027,369.912,3,0.2,-13.8717
CA-2015-142041,7.52,5,0.2,2.632
CA-2015-142055,37.94,2,0,18.2112
CA-2015-142139,20.96,4,0.2,6.812
CA-2015-142202,717.12,9,0.2,152.388
CA-2015-142237,676.734,33,2.3,-39.3858
CA-2015-142377,85.96,7,0,40.4012
CA-2015-142419,128.322,6,0.2,47.9097
CA-2015-142433,117.456,3,0.2,44.046
CA-2015-142454,174.49,10,0,47.1123
CA-2015-142475,590.352,6,0.2,206.6232
CA-2015-142601,1009.13,9,0,37.3537
CA-2015-142692,3.592,1,0.2,1.1225
CA-2015-142734,127.764,2,0.1,2.8392
CA-2015-142755,919.49,14,0,258.2784
CA-2015-142930,335.52,4,0.2,117.432
CA-2015-142937,45.04,2,0.2,4.504
CA-2015-142944,1555.244,9,0.2,473.7518
CA-2015-142993,99.86,4,0,3.401
CA-2015-143077,28.524,5,1.4,-20.631
CA-2015-143105,1033.234,16,0.2,357.3631
CA-2015-143119,517.5,6,0,155.25
CA-2015-143147,610.156,8,1,-113.0912
CA-2015-143238,46.32,4,0,18.0648
CA-2015-143364,860.916,15,1.3,-200
CA-2015-143490,339.334,11,0.2,52.8206
CA-2015-143532,14.496,3,0.2,4.8924
CA-2015-143602,13.944,3,0.2,4.5318
CA-2015-143616,99.2,5,0,25.792
CA-2015-143700,10.368,2,0.2,3.6288
CA-2015-143882,43.056,9,0.2,15.6078
CA-2015-143980,414.96,2,0,124.488
CA-2015-144043,46.688,4,0.2,-2.918
CA-2015-144099,4.304,1,0.2,1.5602
CA-2015-144190,12.96,2,0,6.2208
CA-2015-144253,26.8,2,0,12.864
CA-2015-144267,632.148,11,0.2,82.6192
CA-2015-144274,376.54,14,0,121.4014
CA-2015-144288,19.584,6,0.4,6.9696
CA-2015-144302,5.792,2,0.8,-9.5568
CA-2015-144386,25.344,6,0.2,8.8704
CA-2015-144519,403.94,12,0.2,64.2482
CA-2015-144652,19.46,7,0,5.0596
CA-2015-144722,43.13,1,0,18.1146
CA-2015-144806,757.712,31,1,68.6566
CA-2015-144890,9.96,2,0,4.8804
CA-2015-145065,32.308,4,0.2,12.478
CA-2015-145184,188.94,6,0,30.8595
CA-2015-145324,39.96,2,0,14.3856
CA-2015-145352,6412.77,12,0,3192.0682
CA-2015-145394,295.968,7,1,13.0821
CA-2015-145401,14.304,6,0.2,5.0064
CA-2015-145415,40.74,3,0,0.4074
CA-2015-145457,46.9,5,0,13.132
CA-2015-145485,62.8,4,0,15.7
CA-2015-145814,867.744,6,0.2,252.1544
CA-2015-145821,88.752,3,0.2,11.094
CA-2015-145828,53.04,3,0.2,-4.641
CA-2015-145835,238.384,6,0.4,22.2788
CA-2015-145849,215.18,10,0,19.7204
CA-2015-146038,203.92,5,0.2,22.941
CA-2015-146087,301.96,2,0,60.392
CA-2015-146255,807.54,10,0,271.4153
CA-2015-146262,1816.696,21,2,-1196.0596
CA-2015-146290,125.93,7,0,35.2604
CA-2015-146465,24.192,9,0.2,7.56
CA-2015-146486,1170.72,18,0,70.6522
CA-2015-146563,2645.021,29,1.5,-133.1877
CA-2015-146675,1483.528,7,0.4,481.0887
CA-2015-146696,8.096,2,0.2,2.7324
CA-2015-146829,1.112,2,0.8,-1.8904
CA-2015-146948,299.75,14,0,112.3336
CA-2015-147011,13.632,4,0.2,3.5784
CA-2015-147102,66.36,4,0,23.226
CA-2015-147501,564.768,4,0.4,44.0292
CA-2015-147529,324.11,7,0,152.5909
CA-2015-147690,577.584,6,0.2,43.3188
CA-2015-147788,1745.71,14,0,209.635
CA-2015-147816,35.12,2,0.2,13.17
CA-2015-147830,4190.206,17,1.5,-1980.3794
CA-2015-147851,10.752,4,0.2,3.36
CA-2015-147879,45.68,2,0,21.0128
CA-2015-148180,131.48,14,0.4,37.2649
CA-2015-148250,147.44,6,0,41.1856
CA-2015-148376,128.52,9,0,41.3672
CA-2015-148432,33.48,9,0,3.9546
CA-2015-148495,31.56,3,0,10.4148
CA-2015-148628,32.75,5,0,15.065
CA-2015-148635,1288.848,11,0.2,91.1622
CA-2015-148705,5.04,2,0.2,1.764
CA-2015-148712,172.606,17,0.2,60.6615
CA-2015-148859,24.816,2,0.2,1.551
CA-2015-148873,111.76,8,1,-1.7688
CA-2015-148964,20.24,1,0,7.8936
CA-2015-149083,479.716,8,0.2,51.8712
CA-2015-149097,439.536,10,0.2,51.2814
CA-2015-149300,32.985,3,0.5,-1.9791
CA-2015-149342,896.31,11,0,381.6627
CA-2015-149384,3.366,3,0.7,-2.244
CA-2015-149517,60.84,3,0,19.4688
CA-2015-149566,51.6,7,0,23.598
CA-2015-149587,99.26,7,0,38.9066
CA-2015-149601,93.79,6,0,24.15
CA-2015-149636,31.538,7,0.9,7.8934
CA-2015-149650,454.272,8,0.2,-73.8192
CA-2015-149678,12.88,1,0,0.3864
CA-2015-149713,187.94,20,0,90.7036
CA-2015-149734,200.984,7,0.2,62.8075
CA-2015-149748,345.26,8,0,154.4214
CA-2015-149811,72.24,8,0,35.4732
CA-2015-149846,3862.098,22,0.4,425.8189
CA-2015-149909,210.82,12,0,88.0671
CA-2015-149972,609.436,6,0.2,2.528
CA-2015-149993,10.9,5,0,3.597
CA-2015-150196,19.44,3,0,9.3312
CA-2015-150308,246.168,3,0.2,21.5397
CA-2015-150413,1.72,1,0.8,-2.838
CA-2015-150441,11.36,4,0,5.5664
CA-2015-150511,18.54,2,0,8.7138
CA-2015-150560,196.62,2,0,96.3438
CA-2015-150714,1215.269,31,1.5,-56.3514
CA-2015-150749,5.56,2,0,1.4456
CA-2015-150770,460.844,11,0.4,164.1658
CA-2015-150791,271.764,2,0.1,60.392
CA-2015-150875,1001.196,5,0.2,183.0348
CA-2015-151043,47.984,2,0.2,-1.1996
CA-2015-151253,152.916,6,0.2,24.4443
CA-2015-151470,45.584,11,0.2,16.5242
CA-2015-151547,88.96,8,0.2,10.008
CA-2015-151589,435.54,6,0,163.9208
CA-2015-151624,21.36,8,0,8.1168
CA-2015-151680,141.96,2,0,22.7136
CA-2015-151722,288,4,0.2,57.6
CA-2015-151785,7.104,6,0.2,2.4864
CA-2015-151841,49.4,7,0.4,3.997
CA-2015-151869,122.622,4,0.1,16.458
CA-2015-152513,22.848,2,0.2,7.4256
CA-2015-152527,77.88,2,0,3.894
CA-2015-152611,286.79,7,0,74.5654
CA-2015-152681,6.68,2,0,2.004
CA-2015-152891,313.626,6,0.2,-15.3255
CA-2015-153038,94.688,21,0.6,28.4248
CA-2015-153073,17.496,9,0.6,-7.4358
CA-2015-153108,84.61,9,0,23.0839
CA-2015-153220,15.7,5,0,7.065
CA-2015-153325,58.72,4,0,27.0112
CA-2015-153381,1423.34,14,0,401.126
CA-2015-153388,1011.696,10,0.2,-172.5108
CA-2015-153416,568.86,20,0.4,94.6068
CA-2015-153423,1217.568,2,0.2,456.588
CA-2015-153535,169.544,8,0.9,15.4792
CA-2015-153549,1166.92,5,0.2,131.2785
CA-2015-153612,17.12,4,0,4.9648
CA-2015-153626,5.16,3,0.2,0.8385
CA-2015-153717,255.58,7,0,50.3498
CA-2015-153738,37.68,6,0,16.956
CA-2015-153752,173.94,6,0,50.4426
CA-2015-153794,265.86,7,0,79.758
CA-2015-153878,330.15,10,0,92.442
CA-2015-153906,85.9,2,0,2.577
CA-2015-154144,55.48,1,0,26.6304
CA-2015-154200,51.98,2,0,15.0742
CA-2015-154284,1349.63,15,1.3,253.3058
CA-2015-154291,457.04,11,0,88.6738
CA-2015-154326,974.9,10,0,287.3705
CA-2015-154340,56.3,2,0,15.764
CA-2015-154620,348.928,2,0.2,34.8928
CA-2015-154746,860.07,5,0,339.1629
CA-2015-154795,22.288,3,0.4,6.7232
CA-2015-154823,637.27,6,1.2,-55.6242
CA-2015-154886,119.9,2,0,43.164
CA-2015-154900,25.87,5,0,11.736
CA-2015-154921,186.69,3,0,87.7443
CA-2015-154956,1099.96,4,0,285.9896
CA-2015-154970,61.584,1,0.2,-6.9282
CA-2015-155040,79.9,2,0,35.156
CA-2015-155054,106.08,6,0,32.2658
CA-2015-155068,78.456,11,0.6,-9.9809
CA-2015-155124,16.776,3,0.2,1.6776
CA-2015-155145,7.92,8,0,3.4848
CA-2015-155306,2572.5,17,0.2,625.8474
CA-2015-155334,226.13,13,0.2,98.7874
CA-2015-155453,4.608,2,0.2,1.6704
CA-2015-155586,54.17,9,0,24.4443
CA-2015-155600,1635.018,11,0.9,-1053.36
CA-2015-155635,48.81,3,0,23.9169
CA-2015-155761,206.328,5,0.4,40.6308
CA-2015-156013,85.848,7,0.2,37.7204
CA-2015-156104,999.98,2,0,449.991
CA-2015-156118,15.696,3,0.2,5.1012
CA-2015-156146,174.304,4,0.4,-5.3644
CA-2015-156153,7.56,6,0,0.3024
CA-2015-156328,177.48,3,0.2,19.9665
CA-2015-156335,183.4,9,0,79.403
CA-2015-156377,18.416,9,1.4,-17.2886
CA-2015-156440,44.46,2,0,14.6718
CA-2015-156482,1558.42,15,0,350.5498
CA-2015-156510,63.14,5,0,28.3886
CA-2015-156524,19.65,3,0,9.039
CA-2015-156566,572.8,2,0.2,50.12
CA-2015-156608,3.592,4,0.8,-6.286
CA-2015-156734,670.001,11,1.1,59.0374
CA-2015-156755,465.18,3,0,120.9468
CA-2015-156853,184.66,7,0,84.9436
CA-2015-156923,35.88,6,0,16.146
CA-2015-157028,8.28,2,0,3.4776
CA-2015-157035,34.02,3,0,16.6698
CA-2015-157084,1941.81,8,0.2,641.469
CA-2015-157133,151.96,5,0.6,-182.352
CA-2015-157287,456.193,9,0.5,1.6784
CA-2015-157322,1305.81,18,1.2,-39.8683
CA-2015-157343,52.248,12,1.1,-2.134
CA-2015-157434,7.968,2,0.2,2.8884
CA-2015-157770,808.666,14,0.4,101.8869
CA-2015-157805,555.96,5,0.2,41.697
CA-2015-157812,162.072,12,1.2,-41.7939
CA-2015-157959,136.92,4,0,41.076
CA-2015-158148,36.27,3,0,10.881
CA-2015-158323,17.088,2,0.2,1.068
CA-2015-158351,319.984,2,0.2,91.9954
CA-2015-158421,3631.96,37,0,756.0033
CA-2015-158456,65.856,8,0.2,28.8092
CA-2015-158491,1109.95,5,0,431.982
CA-2015-158554,11.352,3,0.2,4.1151
CA-2015-158659,714.3,5,0,207.147
CA-2015-158701,143.52,12,0.2,41.1372
CA-2015-158792,22.2,5,0,10.434
CA-2015-158918,17.12,4,0,7.704
CA-2015-158939,599.99,1,0,233.9961
CA-2015-159380,38.52,9,0,17.334
CA-2015-159534,1445.674,18,0.4,456.5333
CA-2015-159590,5.76,2,0,1.6128
CA-2015-159779,68.62,2,0,32.2514
CA-2015-159786,209.67,1,0.4,-13.978
CA-2015-159863,134.376,3,0.2,6.7188
CA-2015-160059,6.24,2,0,3.0576
CA-2015-160171,1910.7,8,0,556.596
CA-2015-160213,19.44,3,0,9.3312
CA-2015-160227,2621.322,11,0.1,553.3902
CA-2015-160472,1238.33,25,0,279.5512
CA-2015-160696,7.24,5,0.2,1.1765
CA-2015-160787,2.946,2,0.7,-2.0622
CA-2015-160794,27.216,3,0.2,9.8658
CA-2015-160864,13.848,3,0.2,5.193
CA-2015-161214,77.55,5,0,21.714
CA-2015-161242,11.76,2,0,5.7624
CA-2015-161263,239.204,22,1.9,-70.1181
CA-2015-161445,140.736,4,0.2,12.3144
CA-2015-161452,892.224,3,0.2,89.2224
CA-2015-161627,170.352,3,0.2,-17.0352
CA-2015-161711,130.4,11,0,57.1984
CA-2015-161718,794.574,14,0.2,98.1968
CA-2015-161767,479.988,2,0.4,55.9986
CA-2015-161795,3.008,2,0.2,0.3384
CA-2015-161830,50.912,5,0.2,15.8485
CA-2015-161998,277.632,12,0.6,29.748
CA-2015-162047,1448.82,10,0.1,209.274
CA-2015-162166,68.28,11,0,12.7176
CA-2015-162201,937.608,35,1.9,96.5101
CA-2015-162369,323.1,2,0,61.389
CA-2015-162376,77.06,7,0,33.1366
CA-2015-162537,104.51,16,0,36.8692
CA-2015-162544,4.98,1,0,2.3406
CA-2015-162607,14.592,3,0.2,4.9248
CA-2015-162621,89.86,17,1.8,-47.729
CA-2015-162761,50.462,12,1.6,-2.4326
CA-2015-162782,2541.98,2,0,1270.99
CA-2015-162887,715.2,3,0,178.8
CA-2015-162950,498.492,9,0.7,-371.25
CA-2015-162964,304.224,11,0.6,61.0262
CA-2015-163055,646.63,7,0,138.1268
CA-2015-163090,40.92,5,0.2,3.069
CA-2015-163104,11.96,2,0,5.8604
CA-2015-163181,671.002,25,2.4,-142.6601
CA-2015-163237,520.03,5,0,160.2692
CA-2015-163440,15.984,2,0.2,1.1988
CA-2015-163587,688.46,7,0,323.411
CA-2015-163734,228.92,5,0.2,14.3075
CA-2015-163762,29.79,3,0,12.5118
CA-2015-163895,3.304,1,0.2,1.1151
CA-2015-163923,151.96,4,0,36.4704
CA-2015-163965,377.902,14,1.8,-91.074
CA-2015-164007,145.504,5,1,-392.8595
CA-2015-164084,654.772,16,0.6,-80.6772
CA-2015-164301,3393.68,8,0,610.8624
CA-2015-164336,73.776,6,0.4,-0.261
CA-2015-164427,239.7,6,0,105.468
CA-2015-164441,70.212,14,0.2,25.7148
CA-2015-164497,45.28,4,0,15.3952
CA-2015-164539,523.25,5,0,141.2775
CA-2015-164567,225.576,3,0.2,22.5576
CA-2015-164623,24.56,2,0,11.5432
CA-2015-164777,2803.92,5,0.2,0
CA-2015-164833,16.64,4,0,6.5244
CA-2015-164882,2562.171,26,0.75,349.8456
CA-2015-165050,801.988,13,0.4,233.9924
CA-2015-165057,189.99,12,0,53.1981
CA-2015-165085,384.86,7,0,117.3894
CA-2015-165162,1117.92,4,0,55.896
CA-2015-165414,47.976,3,0.2,4.7976
CA-2015-165554,10.86,2,0,5.3214
CA-2015-165624,1142.43,30,0,364.3753
CA-2015-165799,117.882,1,0.1,1.3098
CA-2015-165813,29.304,3,0.2,2.5641
CA-2015-166135,139.424,4,0.2,17.428
CA-2015-166219,1203.441,6,0.5,66.2357
CA-2015-166338,14.832,3,0.7,-10.3824
CA-2015-166464,492.584,6,0.2,66.046
CA-2015-166492,48.5,6,0,18.3124
CA-2015-166583,971.88,3,0.2,109.3365
CA-2015-166604,17.94,3,0,8.7906
CA-2015-166800,31.08,4,0,8.3916
CA-2015-166947,1522.638,9,0.1,169.182
CA-2015-166975,692.472,11,0.2,190.4298
CA-2015-167010,1636.356,32,2.8,-257.9199
CA-2015-167255,175.29,6,0,83.9736
CA-2015-167269,6.208,2,0.2,2.1728
CA-2015-167374,56.808,9,0.4,17.5428
CA-2015-167479,19.44,3,0,9.3312
CA-2015-167696,31.12,4,0,14.6264
CA-2015-167745,52.98,6,0,20.8076
CA-2015-168004,392.94,3,0,43.2234
CA-2015-168088,449.0496,6,0.52,-43.8962
CA-2015-168186,14.94,3,0,7.0218
CA-2015-168207,738.899,19,0.55,49.093
CA-2015-168277,12.39,3,0,5.6994
CA-2015-168459,58.05,8,0.9,16.5354
CA-2015-168480,220.31,5,0,38.6283
CA-2015-168529,145.9,5,0,62.737
CA-2015-168564,158.672,5,0.6,15.819
CA-2015-168634,7.78,2,0,2.0228
CA-2015-168746,769.332,7,1.1,-191.6432
CA-2015-168760,61.44,3,0,16.5888
CA-2015-168767,12.832,2,0.2,4.3308
CA-2015-168809,31.782,8,2,-26.6026
CA-2015-169201,86.82,5,0,29.5218
CA-2015-169278,26.976,4,0.2,8.7672
CA-2015-169299,7.152,3,0.2,0.7152
CA-2015-169397,627.924,22,2.2,-365.987
CA-2015-169537,7.5,2,0,3.6
CA-2015-169572,46.62,9,0,21.4452
CA-2015-169656,422.856,3,0.2,15.8571
CA-2015-169677,9.82,2,0,4.8118
CA-2015-169733,9.952,1,0.2,0.9952
CA-2015-169740,29.99,1,0,2.999
CA-2015-169796,2339.84,5,0,1117.5618
CA-2016-100041,328.54,6,0,157.3777
CA-2016-100083,24.784,1,0.2,7.745
CA-2016-100153,63.88,4,0,24.9132
CA-2016-100244,475.694,19,0.4,175.6262
CA-2016-100300,346.29,4,0,122.76
CA-2016-100307,19.44,3,0,9.3312
CA-2016-100468,43.46,4,0.2,6.4334
CA-2016-100510,641.98,7,0,307.7496
CA-2016-100587,6.48,1,0,3.1104
CA-2016-100671,111.672,9,0.2,6.9795
CA-2016-100790,718.95,10,0,91.125
CA-2016-100944,868.14,10,0.2,199.627
CA-2016-100965,215.65,5,0,73.321
CA-2016-100993,918.966,14,0.4,32.5615
CA-2016-101161,279.67,18,0,99.8526
CA-2016-101168,21.12,4,0,6.5472
CA-2016-101189,93.02,2,0,3.7208
CA-2016-101329,35.01,10,0,9.1602
CA-2016-101336,279.81,15,0,76.4295
CA-2016-101343,77.88,2,0,3.894
CA-2016-101378,29,2,0,7.25
CA-2016-101385,16.56,4,0,6.9552
CA-2016-101448,56.82,3,0,28.41
CA-2016-101525,140.52,7,0,67.5444
CA-2016-101546,1793.98,2,0,843.1706
CA-2016-101623,36.48,6,0,18.24
CA-2016-101630,34.38,6,0,10.7595
CA-2016-101651,83.72,14,0,37.1504
CA-2016-101672,1027.676,10,0.2,155.737
CA-2016-101693,117.958,4,0.9,-32.2586
CA-2016-101742,10.528,7,0.2,3.6848
CA-2016-101791,1328.128,14,1.4,62.2692
CA-2016-101938,34.58,1,0,10.0282
CA-2016-101966,419.944,7,0.2,52.493
CA-2016-101980,448.792,13,0.6,154.1413
CA-2016-101987,440.91,9,0,123.4548
CA-2016-102092,1056.86,7,0,158.529
CA-2016-102127,198.67,10,0,31.6459
CA-2016-102134,16.74,2,0,4.3524
CA-2016-102162,1611.01,9,0,757.3965
CA-2016-102456,170.88,3,0,49.5552
CA-2016-102498,73.2,5,0,21.228
CA-2016-102561,313.84,22,0.6,32.829
CA-2016-102596,17.184,6,0.2,6.2292
CA-2016-102792,9.84,3,0,3.2472
CA-2016-102813,569.902,13,0.5,14.5152
CA-2016-102932,53.37,9,0,20.8197
CA-2016-102981,754.212,5,0.2,101.445
CA-2016-103037,15.712,4,0.2,5.6956
CA-2016-103107,274.856,11,0.4,37.5995
CA-2016-103128,14.112,6,0.2,1.2348
CA-2016-103163,9.514,2,0.2,3.8725
CA-2016-103359,25.584,2,0.2,8.9544
CA-2016-103464,595,5,0,95.2
CA-2016-103709,310.86,12,0,84.563
CA-2016-103730,487.5,29,0,167.151
CA-2016-103891,95.76,6,0.2,7.182
CA-2016-103919,38.08,5,0.6,-29.512
CA-2016-103947,61.704,7,0.4,12.8769
CA-2016-103982,4406.072,14,0.8,-747.1021
CA-2016-104150,248.82,15,0,61.743
CA-2016-104157,2503.47,14,0,421.2234
CA-2016-104276,447.783,8,0.65,-99.7584
CA-2016-104311,36.648,8,0.6,-5.1912
CA-2016-104633,198.84,8,0,89.8668
CA-2016-104689,23.04,8,0,6.912
CA-2016-104969,129.976,7,0.9,-97.7039
CA-2016-104983,123.92,5,0.2,38.725
CA-2016-105018,7.16,2,0,3.4368
CA-2016-105081,2445.602,8,0.2,681.3864
CA-2016-105207,1604.73,9,0,355.773
CA-2016-105256,1363.96,5,0.2,85.2475
CA-2016-105263,38.34,9,0,15.7194
CA-2016-105277,15.528,3,0.2,5.823
CA-2016-105284,4.416,3,0.2,1.6008
CA-2016-105291,3.62,2,0,1.1946
CA-2016-105354,115.84,8,0,54.4448
CA-2016-105459,1800.168,8,0.4,220.1534
CA-2016-105473,28.8,3,0,0.864
CA-2016-105494,225.828,10,0.2,66.5742
CA-2016-105585,165.13,8,0,74.6154
CA-2016-105662,177.48,3,0.2,19.9665
CA-2016-105732,2374.73,46,0,696.2947
CA-2016-105746,170.786,1,0.3,0
CA-2016-105753,61.1,5,0,18.33
CA-2016-105760,17.12,2,0,8.0464
CA-2016-105781,416.616,6,0.1,79.5102
CA-2016-105816,1045.21,12,0,304.9421
CA-2016-105900,33.4,5,0,12.358
CA-2016-105963,99.39,3,0,40.7499
CA-2016-106075,4.616,1,0.2,1.731
CA-2016-106243,523.92,5,0.2,-26.196
CA-2016-106278,281.916,6,0.2,28.2921
CA-2016-106306,9.702,3,0.7,-7.1148
CA-2016-106341,7.152,3,0.2,0.7152
CA-2016-106383,72.294,1,0.7,-98.8018
CA-2016-106397,58.94,4,0,19.0952
CA-2016-106460,70.88,2,0,33.3136
CA-2016-106530,1110.344,11,1,104.2335
CA-2016-106558,316,4,0,31.6
CA-2016-106621,10.496,4,0.2,1.1808
CA-2016-106656,22.98,5,0,10.6116
CA-2016-106894,107.83,7,0,24.6018
CA-2016-106915,17.856,4,0.2,4.2408
CA-2016-106950,1854.241,31,2.4,162.1988
CA-2016-107104,4104.174,25,0.15,487.8992
CA-2016-107146,749.488,7,0.4,41.0352
CA-2016-107202,2396.4,10,0.2,179.73
CA-2016-107216,53.7,11,0,18.316
CA-2016-107328,1016.184,13,0.4,154.7772
CA-2016-107475,9.648,6,0.2,3.4974
CA-2016-107615,58.58,2,0,19.3314
CA-2016-107783,1556.694,14,1.4,-990.543
CA-2016-107790,151.192,1,0.2,13.2293
CA-2016-108056,859.2,3,0.2,75.18
CA-2016-108105,323.88,5,0,37.5988
CA-2016-108196,5016.549,10,1.6,-6892.3748
CA-2016-108210,303.92,10,0.4,19.194
CA-2016-108224,185.528,7,0.2,48.7011
CA-2016-108350,105.52,4,0,48.5392
CA-2016-108364,1.8,5,0.8,-2.88
CA-2016-108434,465.18,3,0,120.9468
CA-2016-108567,2.694,2,0.7,-2.245
CA-2016-108581,106.336,6,0.4,30.02
CA-2016-108616,298.83,15,0,109.377
CA-2016-108630,61.12,5,0.2,22.156
CA-2016-108644,1.964,2,0.8,-3.2406
CA-2016-108735,257.499,3,0.15,24.2352
CA-2016-108868,130.328,7,0.4,27.8927
CA-2016-108875,532.496,11,0.4,-88.319
CA-2016-108882,727.878,14,0.2,260.706
CA-2016-108959,104.696,1,0.2,6.5435
CA-2016-108987,2620.9376,13,0.92,-345.6218
CA-2016-109057,23.952,2,0.2,2.3952
CA-2016-109176,88.704,6,0.4,13.424
CA-2016-109344,1127.976,3,0.2,126.8973
CA-2016-109365,561.73,32,0.4,255.4442
CA-2016-109400,366.744,4,0.3,-110.0232
CA-2016-109407,31.36,4,0,15.68
CA-2016-109652,13.568,4,0.2,3.2224
CA-2016-109666,633.04,19,0.2,54.9122
CA-2016-109722,1284.8,11,0,266.1728
CA-2016-109743,104.712,11,0.4,10.1817
CA-2016-109806,100.164,6,0.2,18.0216
CA-2016-109820,32.751,8,1.6,-7.4058
CA-2016-109827,499.303,10,1.8,-393.3384
CA-2016-109869,1588.323,20,1.8,-857.1918
CA-2016-109911,10.96,4,0,2.9592
CA-2016-109925,84.84,3,0,22.9068
CA-2016-109953,292.796,14,0.2,72.6159
CA-2016-110009,74,8,0,28.8644
CA-2016-110023,14.624,2,0.2,5.484
CA-2016-110044,359.976,3,0.2,35.9976
CA-2016-110086,239.984,2,0.2,23.9984
CA-2016-110254,158.81,14,0,63.3456
CA-2016-110366,82.8,2,0.2,10.35
CA-2016-110492,1366.04,10,0,182.998
CA-2016-110499,1199.976,3,0.2,374.9925
CA-2016-110730,13.68,2,0,3.6936
CA-2016-110772,380.546,20,1.1,18.6194
