dim_order_id,dim_order_date_id,dim_ship_date_id,dim_ship_mode_id,dim_customer_id,dim_product_id
US-2016-150861,20161203,20161206,FC01,EG-13900,FUR-CH-10002965
US-2016-150861,20161203,20161206,FC01,EG-13900,OFF-LA-10001317
CA-2017-131954,20170121,20170125,SC02,DS-13030,OFF-ST-10000736
CA-2017-131954,20170121,20170125,SC02,DS-13030,TEC-AC-10003610
CA-2017-131954,20170121,20170125,SC02,DS-13030,OFF-BI-10003982
CA-2017-131954,20170121,20170125,SC02,DS-13030,OFF-BI-10003291
CA-2017-131954,20170121,20170125,SC02,DS-13030,FUR-BO-10001619
CA-2017-131954,20170121,20170125,SC02,DS-13030,OFF-BI-10000138
CA-2014-132500,20140908,20140912,SC02,GZ-14470,TEC-AC-10001383
CA-2014-112326,20140104,20140108,SC02,PO-19195,OFF-LA-10003223
CA-2014-112326,20140104,20140108,SC02,PO-19195,OFF-ST-10002743
CA-2014-112326,20140104,20140108,SC02,PO-19195,OFF-BI-10004094
US-2016-146710,20160827,20160901,SC02,SS-20875,OFF-SU-10004498
US-2016-146710,20160827,20160901,SC02,SS-20875,OFF-PA-10002615
US-2016-146710,20160827,20160901,SC02,SS-20875,OFF-PA-10004971
US-2016-146710,20160827,20160901,SC02,SS-20875,OFF-SU-10004261
CA-2014-124429,20140527,20140527,SD01,MH-17785,FUR-TA-10002607
CA-2014-124429,20140527,20140527,SD01,MH-17785,OFF-ST-10001809
CA-2016-150889,20160320,20160322,SC01,PB-19105,TEC-PH-10000004
CA-2017-126074,20171002,20171006,SC02,RF-19735,OFF-BI-10003638
CA-2017-126074,20171002,20171006,SC02,RF-19735,FUR-FU-10003577
CA-2017-126074,20171002,20171006,SC02,RF-19735,OFF-AR-10003478
CA-2017-126074,20171002,20171006,SC02,RF-19735,OFF-BI-10000546
CA-2016-110499,20160407,20160409,FC01,YC-21895,TEC-CO-10002095
CA-2015-135272,20151207,20151212,SC02,MS-17830,FUR-FU-10002759
CA-2016-140928,20160918,20160922,SC02,NB-18655,FUR-TA-10001095
CA-2014-106803,20141229,20150102,SC02,DC-13285,OFF-ST-10002444
CA-2014-106803,20141229,20150102,SC02,DC-13285,TEC-AC-10001267
CA-2017-117240,20170723,20170728,SC02,CP-12340,OFF-BI-10000848
CA-2017-133333,20170918,20170922,SC02,BF-11020,OFF-PA-10002377
CA-2015-112319,20150831,20150905,SC02,AR-10510,OFF-PA-10003441
CA-2017-126046,20171103,20171107,SC02,JC-16105,OFF-LA-10004484
CA-2015-114923,20150208,20150213,SC02,LH-17020,TEC-PH-10003931
CA-2014-162775,20140113,20140115,SC01,CS-12250,OFF-EN-10001990
CA-2014-162775,20140113,20140115,SC01,CS-12250,OFF-EN-10001532
CA-2014-162775,20140113,20140115,SC01,CS-12250,TEC-AC-10003174
CA-2014-162775,20140113,20140115,SC01,CS-12250,OFF-BI-10004187
CA-2014-162775,20140113,20140115,SC01,CS-12250,OFF-ST-10000025
CA-2014-106810,20140514,20140520,SC02,AJ-10795,FUR-FU-10004306
CA-2016-157245,20160519,20160524,SC02,LE-16810,FUR-CH-10003746
CA-2017-104220,20170130,20170205,SC02,BV-11245,OFF-BI-10001036
CA-2017-104220,20170130,20170205,SC02,BV-11245,TEC-PH-10004614
CA-2017-104220,20170130,20170205,SC02,BV-11245,OFF-BI-10000301
CA-2017-104220,20170130,20170205,SC02,BV-11245,OFF-BI-10003910
CA-2017-104220,20170130,20170205,SC02,BV-11245,OFF-AR-10004648
CA-2017-104220,20170130,20170205,SC02,BV-11245,FUR-FU-10002597
CA-2014-165974,20140629,20140706,SC02,DL-12865,OFF-AR-10003405
CA-2015-144267,20150821,20150823,FC01,NZ-18565,FUR-CH-10002335
CA-2015-144267,20150821,20150823,FC01,NZ-18565,OFF-PA-10000157
CA-2015-144267,20150821,20150823,FC01,NZ-18565,OFF-PA-10001947
CA-2015-144267,20150821,20150823,FC01,NZ-18565,OFF-PA-10003657
US-2015-157014,20151003,20151006,SC01,BM-11785,OFF-BI-10001098
US-2015-157014,20151003,20151006,SC01,BM-11785,TEC-AC-10002167
US-2015-157014,20151003,20151006,SC01,BM-11785,FUR-BO-10004409
US-2015-157014,20151003,20151006,SC01,BM-11785,TEC-AC-10000057
CA-2015-154921,20150523,20150528,SC02,EA-14035,OFF-EN-10000056
CA-2017-129567,20170317,20170321,SC01,CL-12565,OFF-BI-10000014
CA-2015-154620,20151212,20151216,SC02,LT-17110,FUR-CH-10004675
CA-2015-115938,20150626,20150630,SC02,SA-20830,OFF-BI-10001543
CA-2015-115938,20150626,20150630,SC02,SA-20830,OFF-ST-10001321
CA-2015-115938,20150626,20150630,SC02,SA-20830,OFF-BI-10001132
CA-2015-115938,20150626,20150630,SC02,SA-20830,FUR-CH-10003199
CA-2016-105256,20160520,20160520,SD01,JK-15730,TEC-PH-10001530
CA-2014-156433,20140920,20140926,SC02,ES-14020,OFF-LA-10001569
CA-2014-156433,20140920,20140926,SC02,ES-14020,OFF-PA-10003724
CA-2017-151428,20170921,20170926,SC02,RH-19495,OFF-BI-10000546
CA-2015-124653,20151224,20151226,FC01,DB-13120,OFF-PA-10000176
CA-2015-124653,20151224,20151226,FC01,DB-13120,OFF-PA-10002365
CA-2015-124653,20151224,20151226,FC01,DB-13120,OFF-LA-10002271
CA-2015-101910,20151127,20151203,SC02,CD-11920,FUR-CH-10002647
CA-2017-105809,20170220,20170223,FC01,HW-14935,FUR-FU-10004090
CA-2017-105809,20170220,20170223,FC01,HW-14935,TEC-PH-10001580
CA-2016-136133,20160818,20160823,SC01,HW-14935,OFF-AP-10000576
CA-2016-115504,20160312,20160317,SC02,MC-18130,OFF-PA-10003953
CA-2017-135783,20170422,20170424,FC01,GM-14440,FUR-FU-10000794
CA-2014-134313,20141101,20141107,SC02,RA-19915,OFF-AR-10001897
CA-2014-134313,20141101,20141107,SC02,RA-19915,TEC-PH-10001795
CA-2015-140921,20150203,20150205,FC01,AA-10375,FUR-FU-10003347
CA-2015-140921,20150203,20150205,FC01,AA-10375,TEC-AC-10004901
CA-2014-151995,20141013,20141015,FC01,ZC-21910,OFF-AR-10003190
CA-2014-151995,20141013,20141015,FC01,ZC-21910,FUR-TA-10002903
CA-2014-151995,20141013,20141015,FC01,ZC-21910,OFF-AP-10000240
CA-2014-151995,20141013,20141015,FC01,ZC-21910,TEC-AC-10001101
CA-2017-143686,20170514,20170514,SD01,PJ-19015,FUR-FU-10000794
CA-2017-143686,20170514,20170514,SD01,PJ-19015,TEC-AC-10001838
CA-2015-106565,20150320,20150323,FC01,BW-11110,OFF-PA-10000061
CA-2016-149370,20160915,20160919,SC02,DB-13210,OFF-PA-10003651
CA-2014-140858,20140628,20140702,SC02,CA-12775,OFF-PA-10000304
CA-2014-140858,20140628,20140702,SC02,CA-12775,OFF-BI-10003094
CA-2014-140858,20140628,20140702,SC02,CA-12775,FUR-CH-10001394
CA-2014-140858,20140628,20140702,SC02,CA-12775,OFF-BI-10004230
CA-2014-140858,20140628,20140702,SC02,CA-12775,OFF-PA-10003395
CA-2017-101434,20170620,20170627,SC02,TR-21325,TEC-AC-10002402
CA-2017-101434,20170620,20170627,SC02,TR-21325,OFF-LA-10003223
US-2014-102071,20140509,20140515,SC02,PG-18820,TEC-AC-10003441
US-2014-102071,20140509,20140515,SC02,PG-18820,TEC-AC-10000109
CA-2017-126956,20170821,20170828,SC02,GT-14710,OFF-FA-10002280
CA-2017-126956,20170821,20170828,SC02,GT-14710,OFF-SU-10000381
CA-2017-126956,20170821,20170828,SC02,GT-14710,OFF-EN-10004459
CA-2017-129462,20170616,20170621,SC01,JE-15745,FUR-CH-10000665
CA-2017-129462,20170616,20170621,SC01,JE-15745,OFF-AP-10003884
CA-2017-129462,20170616,20170621,SC01,JE-15745,TEC-PH-10001557
CA-2017-129462,20170616,20170621,SC01,JE-15745,TEC-PH-10002085
CA-2016-165316,20160723,20160727,SC02,JB-15400,OFF-AR-10002956
CA-2016-165316,20160723,20160727,SC02,JB-15400,OFF-AP-10003266
CA-2016-165316,20160723,20160727,SC02,JB-15400,TEC-MA-10004002
US-2014-115987,20140908,20140913,SC01,LH-17020,OFF-BI-10001071
US-2017-156083,20171104,20171111,SC02,JL-15175,OFF-PA-10001560
US-2016-137547,20160307,20160312,SC02,EB-13705,TEC-PH-10002365
CA-2015-100454,20151120,20151125,SC02,BM-11650,OFF-AR-10004648
CA-2015-100454,20151120,20151125,SC02,BM-11650,OFF-AR-10002578
CA-2015-100454,20151120,20151125,SC02,BM-11650,FUR-BO-10001519
CA-2016-161669,20161107,20161109,FC01,EM-14095,OFF-BI-10001294
CA-2016-161669,20161107,20161109,FC01,EM-14095,OFF-BI-10001636
CA-2016-161669,20161107,20161109,FC01,EM-14095,OFF-SU-10002503
CA-2016-161669,20161107,20161109,FC01,EM-14095,OFF-LA-10004093
CA-2015-114300,20151013,20151017,SC02,AF-10885,TEC-PH-10001552
CA-2015-114300,20151013,20151017,SC02,AF-10885,FUR-CH-10001891
CA-2017-107503,20170101,20170106,SC02,GA-14725,FUR-FU-10003878
CA-2014-107755,20140207,20140212,SC02,CK-12760,TEC-AC-10000710
CA-2016-152534,20160620,20160625,SC01,DP-13105,OFF-AR-10002335
CA-2016-152534,20160620,20160625,SC01,DP-13105,OFF-PA-10001870
CA-2016-113747,20160528,20160604,SC02,VD-21670,OFF-AR-10003373
CA-2016-123274,20160219,20160224,SC02,GT-14710,FUR-FU-10004090
CA-2016-123274,20160219,20160224,SC02,GT-14710,OFF-ST-10000736
CA-2014-125612,20140803,20140808,SC02,BK-11260,OFF-PA-10001019
CA-2014-125612,20140803,20140808,SC02,BK-11260,OFF-SU-10002537
CA-2014-125612,20140803,20140808,SC02,BK-11260,OFF-ST-10003221
CA-2017-161984,20170410,20170415,SC02,SJ-20125,OFF-PA-10004569
CA-2017-161984,20170410,20170415,SC02,SJ-20125,OFF-FA-10000624
CA-2014-133851,20140609,20140616,SC02,CM-12445,OFF-SU-10001225
CA-2014-133851,20140609,20140616,SC02,CM-12445,OFF-AR-10003752
CA-2016-134474,20160105,20160107,SC01,AJ-10795,TEC-AC-10001714
CA-2016-134474,20160105,20160107,SC01,AJ-10795,OFF-AR-10003958
CA-2016-134474,20160105,20160107,SC01,AJ-10795,TEC-PH-10002923
CA-2014-149020,20140110,20140115,SC02,AJ-10780,OFF-LA-10004272
CA-2014-149020,20140110,20140115,SC02,AJ-10780,FUR-FU-10000965
CA-2016-134362,20160929,20161002,FC01,LS-16945,OFF-LA-10004853
CA-2014-136742,20140406,20140410,SC02,GP-14740,OFF-BI-10003719
CA-2016-158099,20160903,20160905,FC01,PK-18910,OFF-BI-10000545
CA-2016-158099,20160903,20160905,FC01,PK-18910,TEC-PH-10002496
CA-2015-131128,20151019,20151020,FC01,TB-21520,OFF-PA-10003591
CA-2014-148488,20141210,20141215,SC02,SM-20005,OFF-PA-10004470
CA-2014-148488,20141210,20141215,SC02,SM-20005,OFF-BI-10000315
CA-2017-114636,20170825,20170829,SC02,GA-14725,OFF-PA-10001790
CA-2016-116736,20160117,20160121,SC02,CC-12430,FUR-FU-10004017
CA-2016-116736,20160117,20160121,SC02,CC-12430,TEC-AC-10003628
CA-2016-116736,20160117,20160121,SC02,CC-12430,TEC-AC-10002049
US-2014-158638,20140917,20140921,SC02,AG-10765,OFF-BI-10003712
CA-2017-111689,20171130,20171202,SC01,HP-14815,OFF-BI-10003984
CA-2017-111689,20171130,20171202,SC01,HP-14815,FUR-CH-10004287
CA-2015-129098,20151009,20151013,SC02,DK-13090,OFF-ST-10001321
US-2017-123463,20171223,20171223,SD01,GZ-14470,OFF-AR-10001118
CA-2016-165148,20161022,20161024,FC01,PM-19135,FUR-FU-10000732
CA-2014-134061,20140429,20140504,SC02,LL-16840,FUR-FU-10001424
CA-2015-143602,20150425,20150428,SC01,JS-15595,OFF-BI-10002071
CA-2017-115364,20170626,20170702,SC02,OT-18730,OFF-ST-10002486
CA-2017-150707,20171014,20171019,SC02,EL-13735,OFF-BI-10001078
CA-2014-104976,20141209,20141216,SC02,CK-12760,OFF-PA-10003845
CA-2017-132934,20170620,20170626,SC02,JE-15475,TEC-AC-10000927
CA-2017-132934,20170620,20170626,SC02,JE-15475,OFF-BI-10001098
CA-2017-133256,20170626,20170627,FC01,TH-21550,OFF-PA-10001622
CA-2017-133256,20170626,20170627,FC01,TH-21550,OFF-AR-10003158
CA-2017-133256,20170626,20170627,FC01,TH-21550,TEC-PH-10002660
CA-2016-105494,20161110,20161112,FC01,PC-18745,OFF-ST-10002205
CA-2016-105494,20161110,20161112,FC01,PC-18745,OFF-BI-10003364
CA-2016-140634,20161003,20161006,SC01,HL-15040,OFF-EN-10001099
CA-2014-144407,20140909,20140915,SC02,MS-17365,OFF-LA-10003923
CA-2017-160983,20171029,20171031,SC01,GB-14530,OFF-PA-10002250
US-2016-114622,20160410,20160412,FC01,JR-16210,OFF-BI-10004716
CA-2017-150959,20171111,20171113,FC01,TD-20995,OFF-LA-10001045
CA-2017-150959,20171111,20171113,FC01,TD-20995,OFF-BI-10001510
CA-2017-132353,20170915,20170917,FC01,DB-13060,TEC-PH-10004536
CA-2016-130477,20160408,20160412,SC02,LC-17140,OFF-PA-10002947
CA-2016-130477,20160408,20160412,SC02,LC-17140,OFF-ST-10002583
CA-2016-130477,20160408,20160412,SC02,LC-17140,OFF-PA-10000019
CA-2017-143259,20171230,20180103,SC02,PO-18865,FUR-BO-10003441
CA-2017-143259,20171230,20180103,SC02,PO-18865,TEC-PH-10004774
CA-2017-143259,20171230,20180103,SC02,PO-18865,OFF-BI-10003684
CA-2017-137596,20170902,20170907,SC02,BE-11335,TEC-PH-10001494
CA-2017-137596,20170902,20170907,SC02,BE-11335,TEC-AC-10004666
CA-2017-137596,20170902,20170907,SC02,BE-11335,OFF-ST-10003816
CA-2015-133627,20150531,20150607,SC02,SC-20050,FUR-FU-10001935
CA-2017-102519,20171127,20171129,FC01,BM-11650,FUR-FU-10004091
CA-2017-102519,20171127,20171129,FC01,BM-11650,TEC-AC-10001772
US-2014-141215,20140615,20140621,SC02,KL-16555,FUR-TA-10001520
US-2014-141215,20140615,20140621,SC02,KL-16555,FUR-CH-10003379
US-2014-141215,20140615,20140621,SC02,KL-16555,OFF-BI-10002706
CA-2016-165218,20160305,20160311,SC02,RW-19630,OFF-EN-10000056
CA-2016-165218,20160305,20160311,SC02,RW-19630,OFF-ST-10001558
CA-2014-138296,20141205,20141212,SC02,RC-19825,OFF-ST-10002444
CA-2015-111164,20150411,20150415,SC02,SE-20110,TEC-AC-10002473
CA-2015-111164,20150411,20150415,SC02,SE-20110,TEC-PH-10004531
CA-2015-111164,20150411,20150415,SC02,SE-20110,OFF-AP-10004487
CA-2016-149797,20160915,20160920,SC02,AH-10075,OFF-BI-10003650
CA-2014-132962,20140913,20140916,FC01,JM-15535,OFF-PA-10003543
CA-2014-132962,20140913,20140916,FC01,JM-15535,TEC-AC-10004353
CA-2015-115091,20151005,20151009,SC02,JJ-15760,OFF-AR-10000658
CA-2015-115091,20151005,20151009,SC02,JJ-15760,OFF-AP-10000696
CA-2017-144932,20170414,20170417,FC01,AB-10165,OFF-AR-10003560
CA-2017-144932,20170414,20170417,FC01,AB-10165,OFF-AR-10001468
CA-2017-144932,20170414,20170417,FC01,AB-10165,OFF-PA-10004971
CA-2017-114216,20170902,20170906,SC02,RK-19300,OFF-PA-10002195
CA-2016-140081,20160620,20160624,SC02,CG-12040,OFF-PA-10001745
CA-2016-140081,20160620,20160624,SC02,CG-12040,OFF-BI-10004826
CA-2016-140081,20160620,20160624,SC02,CG-12040,OFF-PA-10001870
CA-2016-140081,20160620,20160624,SC02,CG-12040,OFF-AP-10001058
US-2017-111745,20171105,20171106,FC01,RA-19885,TEC-AC-10003911
CA-2015-148250,20151213,20151217,SC02,RP-19270,OFF-PA-10000289
CA-2015-148250,20151213,20151217,SC02,RP-19270,OFF-AP-10003040
CA-2016-105760,20160619,20160620,FC01,KC-16255,OFF-PA-10000350
CA-2016-142958,20161213,20161220,SC02,RW-19630,OFF-BI-10001759
CA-2016-142958,20161213,20161220,SC02,RW-19630,FUR-TA-10000577
CA-2015-120880,20150529,20150603,SC02,JL-15850,OFF-PA-10004101
CA-2015-120880,20150529,20150603,SC02,JL-15850,OFF-ST-10001496
CA-2015-120880,20150529,20150603,SC02,JL-15850,OFF-BI-10002931
US-2015-140200,20150726,20150728,FC01,CA-12775,FUR-TA-10002356
US-2017-110576,20171128,20171202,SC02,RB-19795,FUR-FU-10003601
US-2017-110576,20171128,20171202,SC02,RB-19795,FUR-FU-10000576
US-2017-110576,20171128,20171202,SC02,RB-19795,FUR-TA-10004154
US-2017-110576,20171128,20171202,SC02,RB-19795,OFF-PA-10000788
US-2017-110576,20171128,20171202,SC02,RB-19795,OFF-PA-10002479
CA-2017-131156,20170403,20170407,SC02,KH-16360,FUR-FU-10001940
CA-2017-136539,20171228,20180101,SC02,GH-14665,OFF-AR-10001958
CA-2017-136539,20171228,20180101,SC02,GH-14665,FUR-BO-10004709
CA-2017-119305,20171130,20171204,SC02,SW-20275,OFF-ST-10000604
CA-2017-102414,20170515,20170518,SC01,JA-15970,TEC-PH-10002923
CA-2017-102414,20170515,20170518,SC01,JA-15970,OFF-BI-10004465
CA-2017-102414,20170515,20170518,SC01,JA-15970,OFF-PA-10002333
CA-2015-112571,20150922,20150922,SD01,DL-12925,FUR-FU-10004188
CA-2017-152142,20171114,20171119,SC02,LW-16990,FUR-CH-10002965
CA-2015-160059,20151127,20151201,SC02,TB-21190,OFF-BI-10000145
CA-2016-120859,20160901,20160904,FC01,CV-12805,OFF-EN-10001335
CA-2014-127488,20140922,20140924,SC01,MS-17365,OFF-LA-10001613
CA-2017-135279,20170409,20170411,FC01,BS-11800,OFF-LA-10004055
CA-2017-135279,20170409,20170411,FC01,BS-11800,OFF-AR-10004344
CA-2017-135279,20170409,20170411,FC01,BS-11800,OFF-PA-10004621
CA-2017-135279,20170409,20170411,FC01,BS-11800,OFF-PA-10001281
CA-2017-135279,20170409,20170411,FC01,BS-11800,OFF-LA-10001613
CA-2017-135279,20170409,20170411,FC01,BS-11800,OFF-ST-10001097
CA-2014-115791,20140116,20140118,SC01,DL-13315,FUR-FU-10001095
CA-2014-115791,20140116,20140118,SC01,DL-13315,TEC-PH-10004614
CA-2014-115791,20140116,20140118,SC01,DL-13315,OFF-BI-10001575
CA-2014-115791,20140116,20140118,SC01,DL-13315,OFF-LA-10001074
US-2017-103247,20171005,20171008,SC01,PO-19195,TEC-PH-10003555
US-2017-103247,20171005,20171008,SC01,PO-19195,OFF-BI-10004492
US-2017-100209,20170709,20170715,SC02,TD-20995,OFF-BI-10002012
CA-2017-159366,20170107,20170110,FC01,BW-11110,TEC-MA-10000822
CA-2016-145499,20160530,20160531,FC01,RW-19690,OFF-BI-10000848
CA-2015-157035,20151209,20151212,FC01,KB-16600,OFF-PA-10004156
CA-2016-144939,20161003,20161008,SC02,EB-13870,FUR-CH-10003199
CA-2014-163419,20141111,20141114,SC01,TZ-21580,OFF-AR-10000034
CA-2014-163419,20141111,20141114,SC01,TZ-21580,TEC-PH-10000560
CA-2014-163419,20141111,20141114,SC01,TZ-21580,FUR-CH-10000665
CA-2017-100314,20170929,20171005,SC02,AS-10630,OFF-LA-10001569
CA-2017-100314,20170929,20171005,SC02,AS-10630,OFF-EN-10000461
CA-2017-100314,20170929,20171005,SC02,AS-10630,TEC-MA-10003066
CA-2015-146829,20150310,20150310,SD01,TS-21340,OFF-BI-10004022
CA-2017-167899,20170521,20170526,SC02,JG-15805,FUR-FU-10004071
CA-2017-167899,20170521,20170526,SC02,JG-15805,OFF-AR-10001988
CA-2015-153549,20150329,20150331,SC01,SL-20155,FUR-CH-10004086
CA-2016-110023,20160909,20160911,FC01,TS-21610,OFF-BI-10001036
CA-2016-105585,20160826,20160827,FC01,RF-19735,OFF-FA-10002983
CA-2016-105585,20160826,20160827,FC01,RF-19735,OFF-PA-10003625
CA-2014-117639,20140521,20140525,SC02,MW-18235,OFF-BI-10003925
CA-2014-117639,20140521,20140525,SC02,MW-18235,TEC-PH-10001530
CA-2015-162537,20151028,20151103,SC02,RD-19585,OFF-EN-10003862
CA-2015-162537,20151028,20151103,SC02,RD-19585,OFF-ST-10004258
CA-2015-162537,20151028,20151103,SC02,RD-19585,FUR-FU-10002885
CA-2015-162537,20151028,20151103,SC02,RD-19585,FUR-FU-10001918
CA-2016-155488,20161113,20161117,SC02,FM-14290,OFF-AR-10002956
CA-2015-124891,20150731,20150731,SD01,RH-19495,TEC-AC-10003033
CA-2015-124891,20150731,20150731,SD01,RH-19495,FUR-TA-10002903
CA-2015-124891,20150731,20150731,SD01,RH-19495,OFF-PA-10004621
CA-2015-126445,20150827,20150831,SC02,RA-19945,OFF-ST-10000046
CA-2015-111199,20151113,20151117,SC02,JK-15730,OFF-PA-10001790
CA-2015-105312,20151106,20151109,FC01,MT-17815,OFF-EN-10002600
CA-2015-105312,20151106,20151109,FC01,MT-17815,OFF-BI-10002049
US-2017-106705,20171226,20180101,SC02,PO-18850,OFF-PA-10001509
CA-2017-135034,20170801,20170803,FC01,AT-10735,TEC-PH-10003931
CA-2014-158540,20141124,20141126,FC01,VG-21790,FUR-FU-10001602
CA-2017-118437,20170617,20170621,SC01,PF-19165,FUR-FU-10004848
CA-2017-118437,20170617,20170621,SC01,PF-19165,OFF-ST-10003722
US-2015-126214,20151221,20151224,SC01,JS-15880,FUR-TA-10003748
US-2015-126214,20151221,20151224,SC01,JS-15880,TEC-AC-10003198
CA-2015-133025,20150917,20150919,SC01,MO-17800,OFF-PA-10004100
CA-2015-108665,20150706,20150710,SC02,KM-16225,FUR-FU-10002191
CA-2015-108665,20150706,20150710,SC02,KM-16225,FUR-FU-10000965
CA-2015-108665,20150706,20150710,SC02,KM-16225,TEC-PH-10004188
CA-2015-108665,20150706,20150710,SC02,KM-16225,OFF-ST-10001526
CA-2015-124450,20150427,20150503,SC02,GT-14710,OFF-AR-10001166
CA-2015-124450,20150427,20150503,SC02,GT-14710,FUR-CH-10000309
CA-2015-124450,20150427,20150503,SC02,GT-14710,TEC-MA-10004212
CA-2015-167269,20150616,20150620,SC02,PB-19150,OFF-EN-10003072
CA-2017-106964,20171217,20171220,FC01,HR-14770,OFF-BI-10000320
CA-2016-126529,20160111,20160113,SC01,DE-13255,OFF-PA-10001166
CA-2016-126529,20160111,20160113,SC01,DE-13255,OFF-PA-10003656
CA-2016-126529,20160111,20160113,SC01,DE-13255,TEC-PH-10000148
CA-2014-163552,20140711,20140715,SC02,LA-16780,OFF-PA-10000474
CA-2014-163552,20140711,20140715,SC02,LA-16780,TEC-PH-10003885
CA-2014-163552,20140711,20140715,SC02,LA-16780,FUR-CH-10003379
CA-2014-163552,20140711,20140715,SC02,LA-16780,FUR-FU-10000629
CA-2014-163552,20140711,20140715,SC02,LA-16780,OFF-LA-10001175
CA-2016-109820,20161120,20161122,FC01,AG-10390,OFF-PA-10000955
CA-2016-109820,20161120,20161122,FC01,AG-10390,OFF-BI-10003460
CA-2016-109820,20161120,20161122,FC01,AG-10390,OFF-BI-10000474
CA-2016-113061,20160422,20160426,SC02,EL-13735,FUR-FU-10003975
CA-2015-127418,20150613,20150614,FC01,JJ-15445,OFF-BI-10003707
CA-2017-121818,20171120,20171121,FC01,JH-15430,OFF-AR-10000203
CA-2017-121818,20171120,20171121,FC01,JH-15430,OFF-AR-10004790
CA-2016-127670,20160320,20160324,SC02,RD-19660,FUR-TA-10001095
CA-2016-102981,20160906,20160909,SC01,MO-17500,TEC-AC-10004761
CA-2016-102981,20160906,20160909,SC01,MO-17500,FUR-BO-10001811
CA-2017-115651,20170709,20170712,FC01,NS-18640,OFF-AR-10001130
CA-2017-115651,20170709,20170712,FC01,NS-18640,OFF-AP-10000055
CA-2017-152702,20171012,20171016,SC02,SN-20710,FUR-CH-10002304
CA-2016-169103,20160308,20160313,SC02,ZC-21910,TEC-PH-10001530
CA-2016-169103,20160308,20160313,SC02,ZC-21910,FUR-FU-10004006
CA-2014-139192,20140527,20140601,SC01,LC-16885,TEC-PH-10000486
CA-2014-139192,20140527,20140601,SC01,LC-16885,TEC-AC-10001606
US-2015-153500,20150703,20150705,FC01,DG-13300,FUR-FU-10000293
US-2015-153500,20150703,20150705,FC01,DG-13300,OFF-PA-10001307
US-2015-153500,20150703,20150705,FC01,DG-13300,FUR-FU-10004460
CA-2015-110667,20150404,20150408,SC02,NF-18595,OFF-AR-10000716
CA-2015-110667,20150404,20150408,SC02,NF-18595,FUR-FU-10004622
CA-2015-110667,20150404,20150408,SC02,NF-18595,OFF-BI-10002735
CA-2015-110667,20150404,20150408,SC02,NF-18595,OFF-BI-10003529
CA-2017-167150,20171210,20171217,SC02,BP-11185,OFF-BI-10001097
CA-2017-167150,20171210,20171217,SC02,BP-11185,OFF-BI-10001597
CA-2016-105284,20161124,20161201,SC02,MG-17650,OFF-FA-10001754
US-2015-125374,20150323,20150329,SC02,JD-16060,FUR-CH-10003396
CA-2015-161263,20150416,20150421,SC02,TS-21160,OFF-AP-10002350
CA-2015-161263,20150416,20150421,SC02,TS-21160,OFF-FA-10004838
CA-2015-161263,20150416,20150421,SC02,TS-21160,OFF-AR-10004757
CA-2015-161263,20150416,20150421,SC02,TS-21160,TEC-PH-10002115
CA-2015-161263,20150416,20150421,SC02,TS-21160,OFF-FA-10003059
CA-2015-161263,20150416,20150421,SC02,TS-21160,OFF-BI-10004330
CA-2016-157686,20161001,20161002,FC01,BD-11620,FUR-CH-10001146
US-2017-139955,20170928,20170930,SC01,CM-12160,OFF-SU-10001935
US-2015-150161,20150725,20150729,SC02,RB-19795,OFF-BI-10001524
CA-2015-144652,20151120,20151126,SC02,SN-20560,OFF-AR-10003732
CA-2016-152814,20160428,20160502,SC02,EH-14005,OFF-PA-10001970
CA-2017-106943,20171114,20171119,SC02,FO-14305,OFF-BI-10003669
CA-2016-134348,20161112,20161119,SC02,MS-17710,OFF-BI-10003727
CA-2016-134348,20161112,20161119,SC02,MS-17710,OFF-BI-10004967
CA-2016-134348,20161112,20161119,SC02,MS-17710,TEC-AC-10003447
CA-2016-161781,20160929,20160930,FC01,CC-12100,OFF-AR-10000255
CA-2017-132521,20170923,20170925,SC01,DW-13540,OFF-AP-10002191
CA-2017-132521,20170923,20170925,SC01,DW-13540,OFF-ST-10001325
CA-2017-132521,20170923,20170925,SC01,DW-13540,OFF-BI-10000404
CA-2015-110016,20151129,20151204,SC02,BT-11395,OFF-PA-10000349
CA-2015-110016,20151129,20151204,SC02,BT-11395,FUR-CH-10002880
US-2016-143819,20160301,20160305,SC02,KD-16270,FUR-TA-10001095
US-2016-143819,20160301,20160305,SC02,KD-16270,OFF-PA-10003127
US-2016-143819,20160301,20160305,SC02,KD-16270,OFF-ST-10003208
US-2016-143819,20160301,20160305,SC02,KD-16270,TEC-MA-10003979
CA-2016-167584,20160812,20160812,SD01,LC-16870,OFF-PA-10000029
CA-2016-166163,20160815,20160820,SC01,CY-12745,TEC-PH-10004896
CA-2016-166163,20160815,20160820,SC01,CY-12745,OFF-LA-10000452
CA-2017-158407,20170604,20170610,SC02,LW-16990,FUR-FU-10001967
CA-2017-158407,20170604,20170610,SC02,LW-16990,TEC-PH-10001819
CA-2015-143490,20151206,20151213,SC02,NP-18325,OFF-AR-10002952
CA-2015-143490,20151206,20151213,SC02,NP-18325,TEC-PH-10000576
CA-2015-165085,20151227,20151231,SC02,BT-11485,OFF-PA-10000605
CA-2015-165085,20151227,20151231,SC02,BT-11485,OFF-AP-10002518
CA-2017-160423,20170121,20170126,SC02,PS-19045,OFF-ST-10004340
CA-2017-160423,20170121,20170126,SC02,PS-19045,OFF-BI-10004001
