customer_id,dim_segment_id,dim_city_id,dim_state_id,dim_region_id
DB-13270,SG03,C71,S02,R02
PC-18745,SG02,C233,S16,R04
VB-21745,SG02,C53,S06,R03
EP-13915,SG01,C21,S16,R04
ME-17320,SG03,C13,S06,R03
IG-15085,SG01,C71,S02,R02
JS-15940,SG03,C234,S07,R03
BO-11425,SG01,C103,S01,R01
VW-21775,SG02,C235,S05,R02
AB-10150,SG01,C86,S16,R04
JW-16075,SG01,C11,S10,R04
JE-15475,SG01,C05,S05,R02
EB-13750,SG02,C05,S05,R02
PK-18910,SG03,C09,S02,R02
CS-12400,SG03,C05,S05,R02
SG-20470,SG01,C21,S16,R04
CM-12190,SG01,C11,S10,R04
CL-12565,SG01,C30,S21,R01
JO-15550,SG03,C05,S05,R02
AW-10840,SG01,C236,S06,R03
DV-13465,SG01,C02,S02,R02
AH-10075,SG02,C119,S33,R01
SC-20095,SG01,C02,S02,R02
MC-18100,SG01,C237,S06,R03
TT-21460,SG03,C35,S11,R03
AP-10720,SG03,C160,S20,R01
DL-12865,SG01,C21,S16,R04
NP-18325,SG01,C21,S16,R04
VG-21805,SG02,C174,S18,R01
MY-18295,SG02,C238,S06,R03
RD-19480,SG01,C176,S05,R02
JF-15490,SG01,C02,S02,R02
DP-13390,SG03,C98,S11,R03
MD-17350,SG01,C39,S25,R04
MY-17380,SG02,C21,S16,R04
AB-10150,SG01,C239,S06,R03
GB-14530,SG02,C19,S14,R04
CA-12775,SG01,C215,S19,R01
ME-17725,SG01,C47,S14,R04
ML-17395,SG02,C02,S02,R02
YS-21880,SG02,C183,S02,R02
PL-18925,SG03,C11,S10,R04
JK-16120,SG03,C17,S12,R03
JC-15385,SG01,C240,S05,R02
JG-15160,SG01,C02,S02,R02
PO-19180,SG03,C21,S16,R04
MC-17275,SG01,C241,S29,R01
AS-10240,SG01,C139,S25,R04
CL-12565,SG01,C139,S25,R04
NW-18400,SG01,C242,S22,R02
TB-21280,SG01,C177,S41,R04
BS-11380,SG02,C243,S11,R03
FH-14365,SG02,C05,S05,R02
VM-21685,SG03,C11,S10,R04
SF-20200,SG01,C11,S10,R04
HH-15010,SG02,C09,S02,R02
CD-12280,SG01,C05,S05,R02
HL-15040,SG01,C159,S07,R03
TH-21100,SG01,C02,S02,R02
MM-18055,SG01,C05,S05,R02
QJ-19255,SG02,C11,S10,R04
NS-18505,SG01,C62,S06,R03
MM-17920,SG01,C21,S16,R04
RD-19480,SG01,C13,S06,R03
RB-19645,SG02,C227,S34,R02
RD-19585,SG01,C244,S06,R03
SW-20455,SG01,C245,S18,R01
SF-20965,SG02,C13,S06,R03
EB-13930,SG01,C09,S02,R02
SB-20290,SG02,C11,S10,R04
PS-18760,SG01,C02,S02,R02
CB-12535,SG02,C09,S02,R02
DK-12835,SG02,C11,S10,R04
AW-10840,SG01,C11,S10,R04
TS-21610,SG01,C11,S10,R04
HF-14995,SG01,C246,S15,R03
HZ-14950,SG01,C39,S25,R04
AB-10255,SG03,C244,S06,R03
PO-19195,SG03,C247,S31,R04
AG-10900,SG01,C02,S02,R02
SC-20725,SG01,C05,S05,R02
ND-18370,SG01,C21,S16,R04
CD-12790,SG03,C71,S02,R02
PG-18820,SG01,C221,S17,R02
IM-15070,SG01,C11,S10,R04
JK-15205,SG01,C09,S02,R02
JP-15520,SG01,C13,S06,R03
MM-18055,SG01,C23,S11,R03
DC-13285,SG01,C09,S02,R02
JL-15835,SG01,C21,S16,R04
BN-11515,SG01,C21,S16,R04
KD-16345,SG01,C23,S11,R03
JK-15370,SG01,C11,S10,R04
FM-14215,SG02,C66,S25,R04
CA-12265,SG01,C25,S18,R01
KD-16495,SG02,C116,S04,R01
LH-17155,SG01,C62,S06,R03
AG-10675,SG01,C109,S04,R01
DB-13120,SG02,C09,S02,R02
ED-13885,SG03,C71,S02,R02
MC-18100,SG01,C11,S10,R04
BM-11785,SG01,C31,S16,R04
EM-14065,SG01,C109,S04,R01
DA-13450,SG03,C13,S06,R03
MO-17800,SG03,C53,S06,R03
JW-15955,SG01,C183,S02,R02
TT-21460,SG03,C06,S06,R03
SL-20155,SG03,C13,S06,R03
RM-19375,SG01,C13,S06,R03
MB-18085,SG01,C11,S10,R04
AG-10900,SG01,C71,S02,R02
ML-17755,SG03,C245,S18,R01
CC-12685,SG01,C248,S04,R01
SC-20770,SG02,C62,S06,R03
GG-14650,SG02,C23,S11,R03
MY-18295,SG02,C249,S40,R04
DP-13000,SG01,C02,S02,R02
BD-11770,SG01,C21,S16,R04
CB-12535,SG02,C48,S32,R04
JE-15610,SG02,C159,S07,R03
RP-19855,SG02,C250,S07,R03
RA-19915,SG01,C21,S16,R04
RP-19390,SG01,C07,S07,R03
TB-21175,SG02,C13,S06,R03
BE-11455,SG03,C251,S42,R03
MR-17545,SG03,C21,S16,R04
RM-19375,SG01,C50,S02,R02
JF-15565,SG01,C62,S06,R03
AS-10135,SG03,C110,S05,R02
JA-15970,SG01,C11,S10,R04
GK-14620,SG02,C02,S02,R02
PB-19210,SG02,C252,S27,R03
HK-14890,SG02,C23,S11,R03
FO-14305,SG01,C194,S18,R01
BT-11680,SG01,C47,S25,R04
SP-20620,SG02,C02,S02,R02
LL-16840,SG01,C05,S05,R02
MC-17575,SG01,C02,S02,R02
JL-15235,SG01,C23,S11,R03
EA-14035,SG02,C23,S11,R03
SA-20830,SG01,C253,S22,R02
CH-12070,SG03,C254,S04,R01
ND-18460,SG02,C204,S33,R01
BS-11755,SG01,C139,S25,R04
SL-20155,SG03,C255,S27,R03
GB-14530,SG02,C54,S04,R01
AS-10045,SG02,C90,S06,R03
RM-19375,SG01,C256,S30,R04
NH-18610,SG02,C186,S33,R01
BF-10975,SG02,C36,S04,R01
KH-16330,SG02,C257,S01,R01
FA-14230,SG02,C53,S06,R03
GW-14605,SG01,C05,S05,R02
DA-13450,SG03,C177,S41,R04
FH-14275,SG02,C02,S02,R02
RK-19300,SG01,C258,S15,R03
FM-14215,SG02,C02,S02,R02
AC-10420,SG02,C13,S06,R03
JB-15400,SG02,C40,S30,R04
GM-14440,SG01,C21,S16,R04
RF-19840,SG01,C53,S06,R03
NC-18625,SG02,C35,S23,R02
NG-18355,SG02,C47,S25,R04
AH-10075,SG02,C01,S34,R02
CH-12070,SG03,C11,S10,R04
CC-12145,SG01,C05,S05,R02
ME-18010,SG02,C09,S02,R02
BP-11230,SG01,C259,S05,R02
MP-17470,SG03,C39,S25,R04
CJ-12010,SG01,C86,S16,R04
JC-15775,SG01,C53,S06,R03
CK-12760,SG02,C109,S03,R01
LF-17185,SG01,C21,S16,R04
CC-12430,SG03,C11,S10,R04
DL-12865,SG01,C260,S06,R03
PG-18895,SG01,C09,S02,R02
EH-14005,SG03,C147,S03,R01
TB-21520,SG01,C55,S25,R04
DK-13225,SG02,C102,S02,R02
JP-15520,SG01,C261,S03,R01
CD-11980,SG01,C262,S22,R02
AS-10090,SG01,C263,S18,R01
JO-15280,SG01,C264,S38,R02
AC-10450,SG01,C32,S12,R03
RA-19945,SG01,C101,S03,R01
Co-12640,SG01,C160,S21,R01
DW-13480,SG03,C67,S13,R03
DK-12835,SG02,C25,S22,R02
MD-17860,SG02,C246,S15,R03
RP-19855,SG02,C265,S03,R01
RW-19540,SG02,C02,S02,R02
DB-13660,SG01,C148,S16,R04
SC-20770,SG02,C02,S02,R02
FH-14275,SG02,C13,S06,R03
EH-13990,SG01,C186,S33,R01
AS-10630,SG03,C200,S03,R01
HA-14905,SG01,C48,S32,R04
CH-12070,SG03,C67,S13,R03
EH-13765,SG02,C233,S16,R04
MZ-17515,SG02,C266,S10,R04
SC-20230,SG02,C82,S06,R03
GM-14680,SG01,C02,S02,R02
RH-19495,SG01,C61,S23,R02
VM-21685,SG03,C05,S05,R02
CC-12670,SG01,C49,S17,R02
SV-20365,SG01,C241,S29,R01
NP-18685,SG03,C09,S02,R02
JE-15715,SG01,C267,S23,R02
CP-12085,SG02,C95,S11,R03
EA-14035,SG02,C239,S06,R03
AC-10615,SG02,C21,S16,R04
RW-19690,SG01,C25,S26,R03
DB-13210,SG01,C268,S31,R04
BD-11320,SG01,C252,S27,R03
ML-17755,SG03,C23,S11,R03
JD-16015,SG01,C23,S11,R03
AS-10225,SG02,C123,S20,R01
AA-10375,SG01,C128,S22,R02
KT-16465,SG01,C221,S17,R02
MM-18280,SG02,C39,S33,R01
NG-18430,SG01,C269,S27,R03
LW-16825,SG02,C72,S02,R02
CB-12415,SG01,C39,S25,R04
AS-10090,SG01,C25,S26,R03
CB-12415,SG01,C11,S10,R04
ML-17755,SG03,C25,S22,R02
JS-16030,SG01,C13,S06,R03
ND-18460,SG02,C270,S18,R01
LW-17215,SG01,C46,S02,R02
JW-15955,SG01,C104,S01,R01
SC-20050,SG03,C271,S06,R03
RW-19630,SG02,C30,S26,R03
CM-12190,SG01,C23,S11,R03
JF-15190,SG01,C272,S19,R01
SC-20800,SG01,C13,S06,R03
AM-10705,SG01,C110,S20,R01
BK-11260,SG01,C273,S02,R02
RH-19510,SG03,C206,S35,R04
GM-14500,SG01,C202,S02,R02
MC-17275,SG01,C05,S05,R02
VM-21685,SG03,C153,S02,R02
GP-14740,SG02,C274,S32,R04
GB-14530,SG02,C06,S06,R03
CT-11995,SG01,C31,S12,R03
CW-11905,SG03,C275,S38,R02
SN-20560,SG03,C98,S17,R02
EB-13705,SG02,C71,S02,R02
JW-15220,SG02,C81,S25,R04
KB-16585,SG02,C13,S06,R03
MC-17590,SG02,C276,S31,R04
CK-12595,SG01,C11,S10,R04
RD-19480,SG01,C103,S15,R03
TP-21130,SG01,C67,S13,R03
GG-14650,SG02,C02,S02,R02
ZC-21910,SG01,C226,S02,R02
CC-12610,SG02,C11,S10,R04
KA-16525,SG01,C277,S02,R02
TC-20980,SG02,C05,S05,R02
DB-13270,SG03,C72,S02,R02
TR-21325,SG01,C09,S02,R02
BF-11080,SG01,C249,S40,R04
MS-17365,SG01,C43,S17,R02
CK-12595,SG01,C02,S02,R02
ED-13885,SG03,C13,S06,R03
IM-15070,SG01,C21,S16,R04
MY-17380,SG02,C278,S02,R02
MM-17260,SG01,C41,S14,R04
MP-17470,SG03,C279,S12,R03
AW-10840,SG01,C169,S28,R02
SF-20065,SG01,C41,S04,R01
SN-20710,SG03,C26,S36,R01
RD-19900,SG01,C33,S22,R02
KT-16480,SG01,C61,S23,R02
AH-10120,SG03,C94,S17,R02
BW-11200,SG01,C200,S03,R01
HG-14965,SG02,C280,S06,R03
SG-20080,SG01,C57,S02,R02
RK-19300,SG01,C31,S16,R04
SW-20245,SG01,C281,S02,R02
RW-19630,SG02,C05,S05,R02
TS-21085,SG01,C282,S03,R01
JB-15400,SG02,C283,S02,R02
EH-14005,SG03,C191,S13,R03
EH-14005,SG03,C11,S10,R04
BS-11665,SG01,C11,S10,R04
JK-16120,SG03,C11,S10,R04
RF-19345,SG02,C19,S39,R04
WB-21850,SG01,C11,S10,R04
TB-21625,SG01,C56,S06,R03
CB-12415,SG01,C21,S16,R04
GT-14635,SG02,C86,S16,R04
TS-21160,SG02,C284,S10,R04
WB-21850,SG01,C04,S02,R02
DO-13435,SG01,C21,S16,R04
AF-10870,SG01,C285,S06,R03
RB-19435,SG01,C286,S26,R03
AR-10540,SG01,C95,S32,R04
DR-12880,SG02,C21,S16,R04
BF-11170,SG03,C62,S06,R03
LB-16735,SG01,C02,S02,R02
DV-13465,SG01,C32,S12,R03
NK-18490,SG03,C208,S03,R01
LH-17155,SG01,C75,S25,R04
DW-13480,SG03,C183,S02,R02
KF-16285,SG03,C287,S02,R02
HA-14920,SG01,C129,S06,R03
JH-15820,SG01,C240,S25,R04
LC-16930,SG02,C288,S06,R03
IL-15100,SG01,C09,S02,R02
LS-16975,SG03,C13,S06,R03
CC-12610,SG02,C13,S06,R03
PB-18805,SG03,C289,S08,R02
CJ-12010,SG01,C21,S16,R04
HK-14890,SG02,C163,S02,R02
RH-19600,SG01,C115,S20,R01
IL-15100,SG01,C39,S15,R03
AS-10240,SG01,C02,S02,R02
AP-10915,SG01,C05,S05,R02
AG-10390,SG01,C290,S19,R01
BF-11080,SG01,C123,S20,R01
LT-17110,SG01,C291,S37,R01
BT-11305,SG03,C05,S05,R02
SC-20725,SG01,C153,S10,R04
CG-12040,SG03,C40,S19,R01
AW-10930,SG03,C35,S11,R03
RB-19705,SG03,C21,S16,R04
ML-17410,SG01,C55,S30,R04
VB-21745,SG02,C292,S13,R03
SW-20275,SG01,C21,S16,R04
NS-18505,SG01,C50,S02,R02
DB-13555,SG02,C109,S03,R01
MH-17620,SG02,C09,S02,R02
DK-13375,SG01,C293,S25,R04
EA-14035,SG02,C11,S10,R04
BT-11440,SG01,C294,S23,R02
LA-16780,SG02,C90,S06,R03
GM-14680,SG01,C21,S16,R04
DB-13405,SG01,C190,S15,R03
JH-15820,SG01,C23,S11,R03
DJ-13630,SG01,C33,S22,R02
QJ-19255,SG02,C141,S43,R04
CT-11995,SG01,C246,S15,R03
RH-19510,SG03,C213,S08,R02
SJ-20125,SG03,C23,S11,R03
TG-21310,SG01,C02,S02,R02
CT-11995,SG01,C11,S10,R04
BF-11005,SG03,C46,S02,R02
JM-16195,SG01,C02,S02,R02
JK-16120,SG03,C71,S02,R02
HG-14965,SG02,C09,S02,R02
LA-16780,SG02,C295,S44,R04
TS-21610,SG01,C09,S02,R02
MZ-17335,SG03,C71,S02,R02
MW-18220,SG01,C21,S16,R04
MV-17485,SG01,C82,S18,R01
AA-10375,SG01,C119,S33,R01
SM-20320,SG03,C54,S04,R01
TP-21415,SG01,C05,S05,R02
DK-13225,SG02,C31,S16,R04
MK-17905,SG02,C101,S03,R01
CS-12130,SG01,C05,S05,R02
JL-15850,SG01,C09,S02,R02
AR-10405,SG02,C02,S02,R02
LM-17065,SG01,C296,S36,R01
JK-15625,SG01,C05,S05,R02
FM-14215,SG02,C210,S30,R04
SF-20200,SG01,C297,S15,R03
PJ-18835,SG02,C88,S19,R01
CS-12355,SG01,C128,S18,R01
BB-10990,SG02,C168,S25,R04
BW-11200,SG01,C02,S02,R02
RS-19420,SG02,C05,S05,R02
TS-21160,SG02,C39,S33,R01
QJ-19255,SG02,C21,S16,R04
VD-21670,SG01,C21,S16,R04
JL-15505,SG01,C298,S13,R03
DL-13495,SG02,C39,S33,R01
MO-17800,SG03,C186,S33,R01
BP-11185,SG02,C23,S11,R03
MS-17980,SG02,C13,S06,R03
SV-20935,SG01,C21,S16,R04
BC-11125,SG03,C98,S17,R02
EM-13825,SG02,C299,S45,R03
BD-11500,SG01,C103,S18,R01
HW-14935,SG02,C05,S05,R02
KC-16255,SG02,C01,S01,R01
BM-11575,SG02,C21,S16,R04
KN-16705,SG03,C300,S23,R02
JD-16150,SG02,C11,S10,R04
LA-16780,SG02,C02,S02,R02
RW-19690,SG01,C241,S15,R03
KW-16570,SG01,C301,S19,R01
CC-12220,SG01,C55,S30,R04
JK-15625,SG01,C39,S25,R04
DC-13285,SG01,C132,S33,R01
GM-14455,SG03,C48,S32,R04
CL-11890,SG01,C23,S11,R03
PV-18985,SG03,C159,S07,R03
LT-17110,SG01,C53,S06,R03
AM-10360,SG02,C02,S02,R02
SC-20260,SG02,C09,S02,R02
RF-19840,SG01,C39,S25,R04
AB-10060,SG03,C142,S18,R01
EH-13990,SG01,C302,S02,R02
MN-17935,SG01,C184,S40,R04
KL-16555,SG02,C55,S25,R04
MP-17965,SG02,C100,S35,R04
BF-11020,SG02,C35,S11,R03
TP-21130,SG01,C215,S33,R01
MS-17770,SG01,C39,S25,R04
KM-16375,SG03,C303,S02,R02
BE-11455,SG03,C161,S25,R04
CV-12295,SG01,C202,S02,R02
DK-13375,SG01,C71,S02,R02
SG-20605,SG01,C21,S16,R04
CS-12355,SG01,C304,S32,R04
PJ-18835,SG02,C21,S16,R04
NP-18700,SG01,C09,S02,R02
SB-20290,SG02,C160,S21,R01
HM-14860,SG02,C115,S06,R03
MG-18145,SG01,C02,S02,R02
TM-21010,SG01,C09,S02,R02
BE-11335,SG03,C09,S02,R02
AS-10630,SG03,C11,S10,R04
EM-13810,SG02,C02,S02,R02
JA-15970,SG01,C02,S02,R02
TB-21595,SG01,C159,S07,R03
PP-18955,SG03,C305,S32,R04
ML-18040,SG02,C306,S28,R02
LC-16930,SG02,C307,S34,R02
MC-17590,SG02,C308,S02,R02
CR-12580,SG03,C309,S11,R03
SV-20935,SG01,C55,S25,R04
MZ-17515,SG02,C82,S06,R03
RB-19795,SG03,C09,S02,R02
HM-14860,SG02,C05,S05,R02
AZ-10750,SG01,C21,S16,R04
JH-15910,SG01,C13,S06,R03
PJ-18835,SG02,C25,S18,R01
CA-12265,SG01,C169,S28,R02
PW-19240,SG01,C104,S23,R02
SW-20455,SG01,C68,S03,R01
AF-10870,SG01,C310,S31,R04
AM-10705,SG01,C02,S02,R02
BD-11320,SG01,C11,S10,R04
CM-12385,SG01,C311,S21,R01
CS-12400,SG03,C50,S02,R02
DB-13405,SG01,C21,S16,R04
JG-15160,SG01,C136,S31,R04
SC-20380,SG01,C05,S05,R02
CS-12460,SG01,C21,S16,R04
MK-18160,SG01,C312,S18,R01
CM-11935,SG01,C116,S04,R01
PF-19225,SG01,C02,S02,R02
GM-14695,SG02,C02,S02,R02
DC-12850,SG01,C21,S16,R04
FO-14305,SG01,C62,S06,R03
AH-10210,SG01,C05,S05,R02
KN-16705,SG03,C05,S05,R02
CB-12535,SG02,C47,S14,R04
TB-21250,SG01,C21,S16,R04
KD-16345,SG01,C02,S02,R02
JM-15865,SG01,C313,S16,R04
KT-16480,SG01,C13,S06,R03
SC-20575,SG01,C314,S15,R03
BS-11800,SG03,C71,S02,R02
BT-11395,SG02,C09,S02,R02
DC-12850,SG01,C101,S03,R01
LS-17200,SG02,C243,S11,R03
RR-19315,SG01,C09,S02,R02
KL-16645,SG01,C09,S02,R02
RB-19435,SG01,C13,S06,R03
MY-17380,SG02,C02,S02,R02
AW-10930,SG03,C269,S27,R03
KW-16570,SG01,C54,S29,R01
DB-12910,SG03,C68,S03,R01
BB-11545,SG02,C23,S11,R03
NP-18700,SG01,C257,S25,R04
PB-19105,SG01,C13,S06,R03
DW-13585,SG02,C59,S31,R04
CD-12790,SG03,C269,S27,R03
TT-21220,SG01,C13,S06,R03
DB-12910,SG03,C03,S03,R01
DJ-13510,SG02,C291,S37,R01
DL-13495,SG02,C11,S10,R04
LO-17170,SG02,C315,S02,R02
SV-20365,SG01,C139,S25,R04
EM-13810,SG02,C09,S02,R02
KD-16615,SG02,C49,S17,R02
NB-18580,SG02,C11,S10,R04
AP-10720,SG03,C304,S32,R04
JE-15745,SG01,C50,S02,R02
JM-15865,SG01,C43,S17,R02
AB-10105,SG01,C01,S01,R01
PN-18775,SG03,C30,S21,R01
JC-15775,SG01,C316,S03,R01
PF-19165,SG01,C21,S16,R04
BW-11110,SG02,C13,S06,R03
BP-11185,SG02,C198,S03,R01
TM-21010,SG01,C12,S08,R02
MB-17305,SG01,C317,S19,R01
HR-14830,SG02,C21,S16,R04
BD-11635,SG01,C257,S01,R01
SF-20200,SG01,C318,S05,R02
SP-20620,SG02,C21,S16,R04
DR-12880,SG02,C47,S25,R04
VM-21685,SG03,C319,S11,R03
CM-12235,SG01,C239,S06,R03
SM-20320,SG03,C241,S15,R03
RA-19885,SG02,C39,S33,R01
SD-20485,SG03,C167,S18,R01
CS-12250,SG02,C320,S06,R03
BF-11005,SG03,C02,S02,R02
SE-20110,SG01,C321,S11,R03
RS-19765,SG02,C322,S21,R01
BM-11650,SG02,C39,S15,R03
SK-19990,SG01,C21,S16,R04
EN-13780,SG01,C21,S16,R04
KN-16450,SG02,C109,S03,R01
MG-17890,SG03,C71,S02,R02
MC-17590,SG02,C82,S06,R03
BO-11350,SG02,C02,S02,R02
AG-10300,SG02,C02,S02,R02
MS-17365,SG01,C09,S02,R02
JM-15655,SG02,C52,S28,R02
MC-17635,SG02,C286,S26,R03
TA-21385,SG03,C21,S16,R04
SB-20290,SG02,C25,S25,R04
AB-10150,SG01,C252,S27,R03
JF-15295,SG01,C05,S05,R02
BF-10975,SG02,C116,S04,R01
TT-21265,SG02,C02,S02,R02
SB-20170,SG01,C21,S16,R04
LM-17065,SG01,C323,S37,R01
KA-16525,SG01,C35,S11,R03
BF-11170,SG03,C254,S04,R01
TB-21400,SG01,C252,S27,R03
SH-19975,SG02,C87,S02,R02
AS-10225,SG02,C213,S08,R02
PK-19075,SG01,C09,S02,R02
HR-14830,SG02,C24,S17,R02
DG-13300,SG02,C21,S16,R04
CL-12700,SG03,C25,S26,R03
HF-14995,SG01,C27,S19,R01
HG-15025,SG01,C113,S06,R03
NL-18310,SG03,C02,S02,R02
RR-19525,SG02,C91,S32,R04
TC-21295,SG01,C71,S02,R02
DB-13615,SG01,C154,S04,R01
SV-20785,SG01,C207,S23,R02
MH-18115,SG03,C26,S13,R03
CT-11995,SG01,C02,S02,R02
KB-16315,SG01,C223,S04,R01
RA-19285,SG01,C98,S11,R03
YC-21895,SG02,C02,S02,R02
RA-19915,SG01,C23,S11,R03
CM-12160,SG01,C11,S10,R04
CS-12130,SG01,C324,S23,R02
AJ-10795,SG02,C05,S05,R02
DL-12865,SG01,C147,S03,R01
BE-11410,SG01,C153,S25,R04
SM-20320,SG03,C109,S03,R01
RP-19390,SG01,C249,S40,R04
JD-16015,SG01,C21,S16,R04
AB-10255,SG03,C52,S28,R02
GH-14425,SG01,C109,S03,R01
CP-12085,SG02,C81,S25,R04
GM-14440,SG01,C22,S16,R04
LC-16885,SG01,C41,S04,R01
CP-12085,SG02,C21,S16,R04
SC-20680,SG03,C39,S33,R01
DK-13375,SG01,C21,S16,R04
SE-20110,SG01,C117,S02,R02
LF-17185,SG01,C13,S06,R03
ON-18715,SG02,C144,S04,R01
TB-21400,SG01,C167,S18,R01
DF-13135,SG01,C133,S02,R02
EP-13915,SG01,C11,S10,R04
SK-19990,SG01,C168,S25,R04
FH-14350,SG01,C05,S05,R02
EH-13945,SG01,C136,S31,R04
JE-15715,SG01,C325,S28,R02
KL-16645,SG01,C47,S14,R04
EB-13750,SG02,C326,S20,R01
BD-11725,SG01,C47,S25,R04
MS-17530,SG01,C71,S02,R02
SC-20770,SG02,C09,S02,R02
FM-14380,SG01,C109,S04,R01
KT-16480,SG01,C48,S32,R04
AP-10720,SG03,C327,S06,R03
RH-19555,SG01,C316,S03,R01
CS-11950,SG01,C05,S05,R02
TM-21010,SG01,C328,S02,R02
HF-14995,SG01,C02,S02,R02
GA-14515,SG01,C09,S02,R02
ES-14020,SG01,C21,S16,R04
JP-16135,SG03,C39,S33,R01
Dp-13240,SG03,C209,S08,R02
RW-19690,SG01,C11,S10,R04
MO-17950,SG01,C62,S06,R03
JJ-15445,SG01,C329,S07,R03
BT-11680,SG01,C03,S03,R01
RD-19585,SG01,C67,S13,R03
ML-17755,SG03,C25,S25,R04
JE-15745,SG01,C71,S02,R02
ER-13855,SG02,C78,S23,R02
JM-15535,SG01,C330,S02,R02
SS-20140,SG02,C331,S03,R01
TC-21295,SG01,C21,S16,R04
HG-15025,SG01,C70,S12,R03
LD-17005,SG01,C67,S13,R03
AS-10285,SG02,C11,S10,R04
MP-17965,SG02,C22,S25,R04
CD-12790,SG03,C02,S02,R02
MD-17860,SG02,C332,S06,R03
BM-11650,SG02,C156,S09,R03
KN-16450,SG02,C333,S02,R02
IG-15085,SG01,C291,S37,R01
JS-15595,SG02,C101,S03,R01
GA-14725,SG01,C128,S22,R02
DL-13330,SG01,C325,S28,R02
CS-12505,SG01,C09,S02,R02
CC-12145,SG01,C237,S06,R03
MH-18025,SG01,C05,S05,R02
MP-18175,SG03,C159,S07,R03
DR-12940,SG03,C48,S32,R04
DM-13015,SG01,C185,S02,R02
BD-11620,SG01,C126,S02,R02
DC-12850,SG01,C82,S06,R03
MT-18070,SG03,C13,S06,R03
MJ-17740,SG01,C153,S25,R04
ND-18370,SG01,C33,S22,R02
CA-11965,SG02,C326,S20,R01
GA-14725,SG01,C02,S02,R02
TC-21295,SG01,C316,S03,R01
JB-15400,SG02,C21,S16,R04
CK-12325,SG03,C270,S18,R01
RL-19615,SG01,C116,S04,R01
AC-10660,SG01,C115,S06,R03
BH-11710,SG01,C11,S10,R04
BG-11695,SG02,C319,S11,R03
XP-21865,SG01,C232,S32,R04
SN-20560,SG03,C23,S11,R03
DM-13345,SG02,C186,S33,R01
AJ-10780,SG02,C145,S03,R01
KC-16255,SG02,C11,S10,R04
VF-21715,SG03,C39,S15,R03
SV-20935,SG01,C148,S16,R04
EM-13810,SG02,C48,S32,R04
RB-19360,SG01,C299,S45,R03
DJ-13510,SG02,C71,S02,R02
CC-12370,SG01,C116,S04,R01
SC-20380,SG01,C119,S33,R01
RH-19495,SG01,C334,S03,R01
JK-15370,SG01,C09,S02,R02
AF-10885,SG01,C168,S25,R04
LC-16885,SG01,C85,S03,R01
BF-11275,SG02,C94,S17,R02
SC-20800,SG01,C02,S02,R02
SW-20275,SG01,C71,S02,R02
MC-17845,SG01,C21,S16,R04
TD-20995,SG01,C71,S02,R02
Dp-13240,SG03,C59,S31,R04
SD-20485,SG03,C335,S31,R04
TM-21010,SG01,C319,S11,R03
BK-11260,SG01,C09,S02,R02
JF-15490,SG01,C09,S02,R02
EP-13915,SG01,C229,S17,R02
EP-13915,SG01,C02,S02,R02
KH-16630,SG02,C05,S05,R02
HG-14845,SG01,C336,S29,R01
JC-16105,SG02,C31,S16,R04
KM-16720,SG01,C86,S16,R04
EB-13975,SG02,C36,S04,R01
PW-19240,SG01,C13,S06,R03
PG-18895,SG01,C21,S16,R04
DB-12910,SG03,C39,S33,R01
CR-12730,SG01,C23,S11,R03
KH-16330,SG02,C337,S11,R03
DL-12925,SG01,C17,S12,R03
ME-17725,SG01,C05,S05,R02
VD-21670,SG01,C198,S03,R01
CK-12205,SG01,C338,S16,R04
DL-12925,SG01,C339,S15,R03
SE-20110,SG01,C62,S06,R03
LS-17200,SG02,C11,S10,R04
DB-13270,SG03,C90,S06,R03
RW-19630,SG02,C67,S13,R03
JM-16195,SG01,C233,S16,R04
BP-11155,SG01,C39,S33,R01
CT-11995,SG01,C340,S12,R03
TH-21550,SG03,C141,S04,R01
ME-17320,SG03,C64,S13,R03
TT-21220,SG01,C09,S02,R02
GT-14710,SG01,C05,S05,R02
JD-16150,SG02,C159,S07,R03
MC-18100,SG01,C02,S02,R02
LH-17020,SG01,C09,S02,R02
MP-18175,SG03,C71,S02,R02
EM-14140,SG03,C221,S17,R02
GG-14650,SG02,C21,S16,R04
MA-17995,SG03,C233,S16,R04
SH-20395,SG01,C25,S25,R04
PO-19180,SG03,C05,S05,R02
AY-10555,SG02,C148,S02,R02
Co-12640,SG01,C243,S11,R03
JF-15565,SG01,C116,S04,R01
AR-10510,SG01,C252,S27,R03
AG-10675,SG01,C236,S06,R03
DV-13045,SG02,C11,S10,R04
HL-15040,SG01,C31,S16,R04
ND-18370,SG01,C341,S21,R01
GB-14575,SG01,C11,S10,R04
CL-12565,SG01,C05,S05,R02
RC-19960,SG01,C25,S22,R02
JB-16045,SG03,C39,S33,R01
MC-17635,SG02,C02,S02,R02
TT-21265,SG02,C21,S16,R04
MJ-17740,SG01,C67,S13,R03
AT-10735,SG01,C281,S02,R02
PB-19150,SG01,C43,S17,R02
NW-18400,SG01,C11,S10,R04
VP-21730,SG03,C342,S13,R03
RD-19810,SG03,C31,S16,R04
MG-17875,SG03,C21,S16,R04
PA-19060,SG03,C343,S07,R03
CR-12730,SG01,C21,S16,R04
AA-10375,SG01,C278,S02,R02
JG-15160,SG01,C209,S01,R01
RR-19525,SG02,C168,S25,R04
SR-20425,SG03,C104,S23,R02
LS-16975,SG03,C21,S16,R04
MH-18115,SG03,C344,S06,R03
